random_state,cluster_hdbscan,n,pct_total,superficie_util_mediana,superficie_util_media,superficie_util_p25,superficie_util_p75,u_norm_muro_principal_mediana,u_norm_muro_principal_media,u_norm_muro_principal_p25,u_norm_muro_principal_p75,u_norm_muro_secundario_mediana,u_norm_muro_secundario_media,u_norm_muro_secundario_p25,u_norm_muro_secundario_p75,u_norm_techo_principal_mediana,u_norm_techo_principal_media,u_norm_techo_principal_p25,u_norm_techo_principal_p75,u_norm_techo_secundario_mediana,u_norm_techo_secundario_media,u_norm_techo_secundario_p25,u_norm_techo_secundario_p75,log_calef_proyec_kwh_mediana,log_calef_proyec_kwh_media,log_calef_proyec_kwh_p25,log_calef_proyec_kwh_p75,log_acs_proyec_kwh_mediana,log_acs_proyec_kwh_media,log_acs_proyec_kwh_p25,log_acs_proyec_kwh_p75,calef_proyec_kwh_mediana,calef_proyec_kwh_media,calef_proyec_kwh_p25,calef_proyec_kwh_p75,acs_proyec_kwh_mediana,acs_proyec_kwh_media,acs_proyec_kwh_p25,acs_proyec_kwh_p75,zona_termica_moda,zona_termica_pct_moda,tipo_inmueble_moda,tipo_inmueble_pct_moda,etiqueta_arquetipo_preliminar
101,-1,2051,20.51,44.6,49.617064846416376,32.8,57.599999999999994,1.9,2.038853503184713,1.9,1.9,1.9,2.038853503184713,1.9,1.9,0.47,0.47866731994120515,0.47,0.47,0.47,0.47866731994120515,0.47,0.47,7.527524989737307,7.233104196884321,6.440547581112784,8.315196403245086,7.815328120236569,7.709097540647524,7.491226998202082,8.16161761817511,1857.5,3895.0678693320333,625.75,4084.5,2477.3,4190.589463414634,1791.25,3502.8500000000004,d,88.83471477328133,depto,81.17991223793271,ruido / observacion atipica
101,0,100,1.0,56.7,56.484000000000016,52.3,58.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,9.734184657263842,8.920158380095877,8.953934816715574,10.407607987673822,8.227108234348146,8.201432574132133,8.167777549159096,8.253383883376012,16885.4,19769.241,7738.450000000001,33109.575,3740.0,3655.738999999999,3524.5,3839.6,i,100.0,casa_pareada,47.0,casa_pareada | i | sup_mediana 57 m2 | calef: 16885 kWh | acs: 3740 kWh
101,1,64,0.64,46.2,48.609375,44.325,54.9,4.0,3.8125,4.0,4.0,4.0,3.8125,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.875447286301499,5.705742774639223,4.9346623803526715,8.038521812469648,7.8001221027369185,5.576015980938276,0.0,7.884901143829278,356.65,1410.74375,139.55,3097.125,2439.9,2213.2109375,0.0,2656.4,c,57.8125,depto,76.5625,depto | c | sup_mediana 46 m2 | calef: 357 kWh | acs: 2440 kWh
101,2,139,1.39,49.2,47.92661870503597,45.1,51.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.8400000000000001,0.84,0.84,0.84,0.8400000000000001,0.84,0.84,7.494485830837592,7.279573383237626,6.963184597606352,8.134084032978585,8.016614884101797,7.987120182296559,7.921825865773665,8.059307838360741,1797.1,2674.78273381295,1056.5,3409.55,3029.9,2956.820143884892,2755.8,3162.1,b,100.0,depto,74.82014388489209,depto | b | sup_mediana 49 m2 | calef: 1797 kWh | acs: 3030 kWh
101,3,253,2.53,50.5,49.57193675889329,46.8,53.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.8400000000000001,0.84,0.84,0.84,0.8400000000000001,0.84,0.84,7.165725287448392,6.793630905587874,6.5809164913291625,7.718063079315659,7.900636613018005,7.8799261644959175,7.8287549065840265,7.9377674761579895,1293.3,1679.9592885375496,720.2,2247.6,2698.0,2719.2450592885375,2510.8,2800.1,c,100.0,depto,100.0,depto | c | sup_mediana 50 m2 | calef: 1293 kWh | acs: 2698 kWh
101,4,60,0.6,51.0,50.775000000000006,47.4,53.1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.8400000000000002,0.84,0.84,0.84,0.8400000000000002,0.84,0.84,8.277005179302517,8.249465597838922,7.932792786658184,8.545587015221953,7.907482368656996,7.899809101598308,7.851077349907323,7.939693434382254,3931.4,4128.1849999999995,2786.2,5143.025,2717.95,2704.4483333333337,2567.5,2805.5,c,100.0,casa_pareada,100.0,casa_pareada | c | sup_mediana 51 m2 | calef: 3931 kWh | acs: 2718 kWh
101,5,207,2.07,55.0,54.25410628019323,50.5,59.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.8400000000000001,0.84,0.84,0.84,0.8400000000000001,0.84,0.84,6.112353864383436,5.838323026487797,4.930509184405482,6.729093752023818,7.849791727274708,7.7866327173605105,7.775317844764939,7.914617709040679,450.4,644.8917874396137,137.45,835.4000000000001,2564.2,2453.834782608696,2380.1,2736.0,a,100.0,depto,100.0,depto | a | sup_mediana 55 m2 | calef: 450 kWh | acs: 2564 kWh
101,6,191,1.91,52.2,51.68115183246073,46.7,58.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.8400000000000002,0.84,0.84,0.84,0.8400000000000002,0.84,0.84,0.0,0.03052202002693157,0.0,0.0,7.827878656876468,7.808695136424157,7.722810309775416,7.908460685998653,0.0,0.049738219895287955,0.0,0.0,2508.6,2509.062827225131,2258.3,2719.2,a,100.0,depto,100.0,depto | a | sup_mediana 52 m2 | calef: 0 kWh | acs: 2509 kWh
101,7,125,1.25,43.7,49.144800000000004,30.8,54.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.277800441859041,7.082709803306247,6.6199398643073435,7.877548862373599,7.737790711604204,7.384498165775662,7.397835799694636,8.166301492233233,1446.8,1884.2824,748.9,2636.4,2292.4,2778.827419354838,1631.65,3519.3,d,100.0,depto,100.0,depto | d | sup_mediana 44 m2 | calef: 1447 kWh | acs: 2292 kWh
101,8,86,0.86,65.44999999999999,68.63837209302326,49.7,87.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.126819769475855,9.024732666964345,8.440937573535011,9.4809095872765,7.9991750970687425,7.974741022151625,7.817383867982742,8.220725975683184,9198.0,9571.029069767443,4637.175,13106.175000000001,2977.5,3013.070930232558,2482.4,3716.2,d,100.0,casa_pareada,50.0,casa_pareada | d | sup_mediana 65 m2 | calef: 9198 kWh | acs: 2978 kWh
101,9,85,0.8500000000000001,49.8,47.544705882352936,42.5,51.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,8.273642830324365,8.427621203481273,8.162288108919773,8.753434590199623,8.000885904081008,7.977129981414564,7.900932975174727,8.058580439097181,3918.2,5494.448235294118,3505.2,6331.4,2982.6,2927.6847058823532,2698.8,3159.8,b,100.0,depto,47.05882352941176,depto | b | sup_mediana 50 m2 | calef: 3918 kWh | acs: 2983 kWh
101,10,209,2.09,50.0,53.17655502392345,45.7,55.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6,0.5999999999999999,0.6,0.6,0.6,0.5999999999999999,0.6,0.6,7.203256700486049,6.527790818630758,6.416895667857024,7.773930969424445,7.870318723186971,7.132911999577828,7.726609572164817,7.944633997844885,1342.8,1774.3287081339713,611.1,2376.8,2617.4,2553.3894736842108,2266.9,2819.4,c,100.0,depto,100.0,depto | c | sup_mediana 50 m2 | calef: 1343 kWh | acs: 2617 kWh
101,11,173,1.73,48.7,60.98092485549133,46.1,68.5,1.7,1.6999999999999995,1.7,1.7,1.7,1.6999999999999995,1.7,1.7,0.38,0.38000000000000006,0.38,0.38,0.38,0.38000000000000006,0.38,0.38,9.433115855561775,9.339281333943035,9.065996448339309,9.559383265771247,7.914435010583973,8.034522146812288,7.870662385484872,8.16729523175653,12494.4,12013.21965317919,8654.9,14176.1,2735.5,3162.9965317919077,2618.3,3522.8,e,100.0,casa_aislada,100.0,casa_aislada | e | sup_mediana 49 m2 | calef: 12494 kWh | acs: 2736 kWh
101,12,428,4.279999999999999,50.15,49.08154205607477,44.1,57.5,1.7,1.6999999999999995,1.7,1.7,1.7,1.6999999999999995,1.7,1.7,0.38,0.37999999999999995,0.38,0.38,0.38,0.37999999999999995,0.38,0.38,7.683263208074065,7.367455597047259,7.028463528419202,8.341584703933306,7.952474405304911,7.946572122079118,7.834985950894627,8.044080734770414,2170.7,3023.998364485981,1127.3,4193.925,2841.6,3073.228504672897,2526.5,3114.3,e,100.0,depto,100.0,depto | e | sup_mediana 50 m2 | calef: 2171 kWh | acs: 2842 kWh
101,13,188,1.8800000000000001,47.0,50.7468085106383,47.0,54.3,1.7,1.6999999999999995,1.7,1.7,1.7,1.6999999999999995,1.7,1.7,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,8.909767016070322,8.770810495241534,8.475402332731756,9.10887771200034,7.885592560507808,7.874276367880109,7.838422176800799,7.972155622980058,7402.95,7063.218617021277,4794.425,9034.15,2657.7,2696.4260638297874,2535.2,2898.1,e,100.0,casa_pareada,100.0,casa_pareada | e | sup_mediana 47 m2 | calef: 7403 kWh | acs: 2658 kWh
101,14,60,0.6,50.3,56.746666666666684,50.3,52.3,1.6,1.5999999999999994,1.6,1.6,1.6,1.5999999999999994,1.6,1.6,0.33,0.3299999999999999,0.33,0.33,0.33,0.3299999999999999,0.33,0.33,9.496698627576286,9.468937660064823,9.44262768741134,9.545104006911362,8.011288771969316,8.070275331031308,8.011288771969316,8.041927743048797,13314.95,13099.291666666664,12613.85,13975.1,3013.8,3244.1949999999993,3013.8,3107.6,g,100.0,casa_aislada,100.0,casa_aislada | g | sup_mediana 50 m2 | calef: 13315 kWh | acs: 3014 kWh
101,15,101,1.01,48.7,49.7990099009901,42.7,48.7,1.1,1.0999999999999994,1.1,1.1,1.1,1.0999999999999994,1.1,1.1,0.28,0.28000000000000014,0.28,0.28,0.28,0.28000000000000014,0.28,0.28,9.741780058441465,9.693202591719412,9.68930374259339,9.769813292563695,7.986436932161368,7.977715338374988,7.883182467079869,7.986436932161368,17012.8,16377.938613861385,16143.0,17496.5,2939.8,2949.4693069306927,2651.3,2939.8,g,100.0,casa_aislada,100.0,casa_aislada | g | sup_mediana 49 m2 | calef: 17013 kWh | acs: 2940 kWh
101,16,260,2.6,50.1,50.96346153846154,49.4,53.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,8.421986883561782,8.323473851214224,8.032772894469735,8.701464844887681,7.826083932881858,7.834769300692551,7.8149548070254475,7.882050733142866,4544.95,4732.064230769231,3079.275,6010.725,2504.1,2532.4526923076924,2476.375,2648.3,d,100.0,depto,100.0,depto | d | sup_mediana 50 m2 | calef: 4545 kWh | acs: 2504 kWh
101,17,128,1.28,49.5,49.48125,43.9,52.3,1.7,1.6999999999999995,1.7,1.7,1.7,1.6999999999999995,1.7,1.7,0.38,0.37999999999999995,0.38,0.38,0.38,0.37999999999999995,0.38,0.38,8.10390171785213,8.135416735393923,7.642866516131827,8.684990597033117,7.967210852449053,7.955911443880925,7.872282093311227,8.009628910352617,3306.35,4277.124218749999,2084.825,5912.55,2883.8,2872.01875,2622.6000000000004,3008.8,f,100.0,depto,100.0,depto | f | sup_mediana 50 m2 | calef: 3306 kWh | acs: 2884 kWh
101,18,187,1.87,48.0,47.57219251336898,45.5,52.2,1.6,1.5999999999999996,1.6,1.6,1.6,1.5999999999999996,1.6,1.6,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,7.9460158252654995,7.9308755191346805,7.584823082547672,8.30749494077197,7.943392268488734,7.916387721386971,7.9008959347080125,8.007150554262072,2823.3,3275.4304812834225,1967.1,4053.15,2815.9,2780.4513368983953,2698.7,3001.35,f,100.0,depto,100.0,depto | f | sup_mediana 48 m2 | calef: 2823 kWh | acs: 2816 kWh
101,19,276,2.76,46.45,49.33115942028985,44.8,52.0,1.7,1.6999999999999997,1.7,1.7,1.7,1.6999999999999997,1.7,1.7,0.38,0.37999999999999995,0.38,0.38,0.38,0.37999999999999995,0.38,0.38,9.126352921720557,9.029416790480107,8.823000013726565,9.28178054613739,7.916815583589211,7.94793374755374,7.882654483963062,8.004064918587572,9193.5,9086.97463768116,6787.6,10739.675,2742.05,2844.625724637681,2649.9,2992.1,f,100.0,casa_pareada,100.0,casa_pareada | f | sup_mediana 46 m2 | calef: 9194 kWh | acs: 2742 kWh
101,20,77,0.77,50.8,51.26493506493507,50.0,54.0,1.6,1.5999999999999994,1.6,1.6,1.6,1.5999999999999994,1.6,1.6,0.33,0.3299999999999999,0.33,0.33,0.33,0.3299999999999999,0.33,0.33,9.21804064860237,9.191801847711815,9.093424460259147,9.27837278236801,7.986232885229866,7.992548944413091,7.974085393729522,8.03378816322624,10076.3,10006.358441558441,8895.6,10703.0,2939.2,2960.103896103896,2903.7,3082.4,f,100.0,casa_pareada,100.0,casa_pareada | f | sup_mediana 51 m2 | calef: 10076 kWh | acs: 2939 kWh
101,21,647,6.47,51.0,52.93091190108192,45.05,57.8,1.9,1.9000000000000004,1.9,1.9,1.9,1.9000000000000004,1.9,1.9,0.47,0.46999999999999986,0.47,0.47,0.47,0.46999999999999986,0.47,0.47,8.80856345412503,8.797773679710282,8.576940550939106,9.011682003556617,7.818470496523107,7.818291693151685,7.719374126939849,7.9287663216266955,6690.3,7198.999381761978,5306.85,8197.3,2485.1,2531.95486862442,2250.55,2775.0,d,100.0,casa_pareada,100.0,casa_pareada | d | sup_mediana 51 m2 | calef: 6690 kWh | acs: 2485 kWh
101,22,96,0.96,77.8,77.63645833333334,66.775,91.7,1.7,1.6999999999999995,1.7,1.7,1.7,1.6999999999999995,1.7,1.7,0.38,0.37999999999999995,0.38,0.38,0.38,0.37999999999999995,0.38,0.38,8.94616196141944,8.885731420017878,8.431861421696826,9.17945764456184,8.038899292652731,7.782567749193386,7.080026499922591,8.143720814344247,7677.45,8049.204166666666,4590.075,9696.825,3098.2,2690.7958333333336,1187.0,3440.7,d,100.0,casa_aislada,100.0,casa_aislada | d | sup_mediana 78 m2 | calef: 7677 kWh | acs: 3098 kWh
101,23,352,3.52,83.2,85.29715909090909,63.1,98.4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0.47,0.4699999999999998,0.47,0.47,0.47,0.4699999999999998,0.47,0.47,9.456621461091977,9.456423607679742,9.232045184703072,9.781276399015818,8.172192692323142,8.15522083309883,7.9991750970687425,8.282122169973297,12791.6,14477.276420454546,10218.425,17698.4,3540.1,3546.1582386363634,2977.5,3951.575,d,100.0,casa_aislada,100.0,casa_aislada | d | sup_mediana 83 m2 | calef: 12792 kWh | acs: 3540 kWh
101,24,159,1.59,53.4,63.02075471698113,51.25,76.45,1.7,1.699999999999999,1.7,1.7,1.7,1.699999999999999,1.7,1.7,0.38,0.37999999999999995,0.38,0.38,0.38,0.37999999999999995,0.38,0.38,9.296582286338694,9.129308668408916,8.879980198816675,9.718259784579127,7.994531125874292,7.999925800304645,7.937303265040725,8.289884740212292,10899.7,11396.186163522014,7185.65,16618.3,2963.7,3160.429559748428,2798.8,3982.4,f,100.0,casa_aislada,100.0,casa_aislada | f | sup_mediana 53 m2 | calef: 10900 kWh | acs: 2964 kWh
101,25,206,2.06,45.3,51.88980582524272,41.8,60.45,1.6,1.5999999999999999,1.6,1.6,1.6,1.5999999999999999,1.6,1.6,0.33,0.32999999999999996,0.33,0.33,0.33,0.32999999999999996,0.33,0.33,9.162927032721225,9.207528230318593,8.87100353096563,9.541787898347469,7.8965154985700625,7.971538291729404,7.833283216208774,8.117837163312227,9535.95,10706.198543689317,7121.425,13928.849999999999,2686.9,2941.01067961165,2522.2,3352.7749999999996,f,100.0,casa_aislada,100.0,casa_aislada | f | sup_mediana 45 m2 | calef: 9536 kWh | acs: 2687 kWh
101,26,221,2.21,38.5,39.71990950226245,30.3,45.6,1.9,1.894570135746606,1.9,1.9,1.9,1.894570135746606,1.9,1.9,0.47,0.46755656108597266,0.47,0.47,0.47,0.46755656108597266,0.47,0.47,5.881928660039675,6.141219526654649,5.0632277442154265,7.054276931644904,0.0,0.0,0.0,0.0,357.5,1014.1900452488687,157.1,1156.8,0.0,0.0,0.0,0.0,d,100.0,depto,100.0,depto | d | sup_mediana 38 m2 | calef: 358 kWh | acs: 0 kWh
101,27,77,0.77,59.5,62.090909090909115,54.4,72.6,1.7,1.6999999999999997,1.7,1.7,1.7,1.6999999999999997,1.7,1.7,0.38,0.3799999999999999,0.38,0.38,0.38,0.3799999999999999,0.38,0.38,7.891106349537373,7.912488933264492,7.619576999806891,8.041573823384866,6.61177218149097,6.631634810647927,6.385868707856721,6.84609261859003,2672.4,2902.074025974026,2036.7,3106.5,742.8,778.8376623376623,592.4,939.2,d,100.0,casa_pareada,100.0,casa_pareada | d | sup_mediana 60 m2 | calef: 2672 kWh | acs: 743 kWh
101,28,244,2.44,53.4,52.51229508196721,48.9,55.0,1.7,1.6999999999999993,1.7,1.7,1.7,1.6999999999999993,1.7,1.7,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,7.882031589164642,7.781406886849558,7.286481436906852,8.34620630997814,7.8612647213389,7.829152203899257,7.786468746500926,7.883031643204163,2648.25,3169.8934426229507,1459.425,4213.174999999999,2593.8,2548.8622950819677,2406.8,2650.9,d,100.0,depto,100.0,depto | d | sup_mediana 53 m2 | calef: 2648 kWh | acs: 2594 kWh
101,29,231,2.31,46.9,43.709090909090904,38.75,52.2,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.33,0.32999999999999996,0.33,0.33,0.33,0.32999999999999996,0.33,0.33,8.098156403277978,7.9958418175856165,7.5957635842425,8.372257539213432,7.957387385428528,7.890283319014378,7.805005309169685,8.039737867125353,3287.4,3457.328571428571,1988.75,4324.4,2855.6,2726.3004329004334,2451.85,3100.8,g,100.0,depto,100.0,depto | g | sup_mediana 47 m2 | calef: 3287 kWh | acs: 2856 kWh
101,30,89,0.89,49.8,50.63483146067416,48.4,52.2,1.1,1.0999999999999996,1.1,1.1,1.1,1.0999999999999996,1.1,1.1,0.28,0.2800000000000001,0.28,0.28,0.28,0.2800000000000001,0.28,0.28,8.293174257066074,8.286807109954728,8.10022214312187,8.588713532825095,8.00446576036065,7.895259506322155,7.982416346827733,8.039737867125353,3995.5,4374.746067415731,3294.2,5369.7,2993.3,2949.2,2928.0,3100.8,g,100.0,depto,100.0,depto | g | sup_mediana 50 m2 | calef: 3996 kWh | acs: 2993 kWh
101,31,53,0.53,81.7,80.88490566037736,81.7,81.7,1.7,1.7000000000000002,1.7,1.7,1.7,1.7000000000000002,1.7,1.7,0.38,0.3799999999999999,0.38,0.38,0.38,0.3799999999999999,0.38,0.38,8.937165887056407,8.910459921201307,8.798967849403551,9.027774785409385,8.177094386739325,8.170373974427612,8.177094386739325,8.177094386739325,7608.6,7494.675471698114,6626.4,8330.3,3557.5,3534.020754716981,3557.5,3557.5,d,100.0,casa_pareada,100.0,casa_pareada | d | sup_mediana 82 m2 | calef: 7609 kWh | acs: 3558 kWh
101,32,178,1.78,55.5,57.90056179775281,55.125,61.3,1.7,1.6999999999999995,1.7,1.7,1.7,1.6999999999999995,1.7,1.7,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,8.77283460423288,8.766787785654262,8.531084919592002,8.942640610774474,7.904445577924863,7.9332817212895215,7.899864012058622,7.977830909508058,6455.45,6709.464044943821,5068.95,7650.375,2708.3,2791.800561797753,2695.925,2914.6,d,100.0,casa_pareada,100.0,casa_pareada | d | sup_mediana 56 m2 | calef: 6455 kWh | acs: 2708 kWh
101,33,70,0.7000000000000001,47.0,47.0,47.0,47.0,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,0.38,0.3799999999999999,0.38,0.38,0.38,0.3799999999999999,0.38,0.38,8.456296021395618,8.457243735501137,8.408766830697182,8.490407423396197,7.775989577440603,7.7759895774406,7.775989577440603,7.775989577440603,4703.6,4716.014285714285,4485.225,4866.85,2381.7,2381.700000000001,2381.7,2381.7,d,100.0,casa_pareada,100.0,casa_pareada | d | sup_mediana 47 m2 | calef: 4704 kWh | acs: 2382 kWh
101,34,52,0.52,47.0,47.0,47.0,47.0,1.7,1.7000000000000002,1.7,1.7,1.7,1.7000000000000002,1.7,1.7,0.38,0.3799999999999999,0.38,0.38,0.38,0.3799999999999999,0.38,0.38,8.87048742519753,8.874053592528306,8.841375934904713,8.899587532034912,7.775989577440603,7.775989577440604,7.775989577440603,7.775989577440603,7117.75,7149.848076923077,6913.5,7327.95,2381.7,2381.7,2381.7,2381.7,d,100.0,casa_pareada,100.0,casa_pareada | d | sup_mediana 47 m2 | calef: 7118 kWh | acs: 2382 kWh
101,35,51,0.51,37.0,38.13137254901961,28.5,47.75,1.9,1.9000000000000004,1.9,1.9,1.9,1.9000000000000004,1.9,1.9,0.47,0.46999999999999986,0.47,0.47,0.47,0.46999999999999986,0.47,0.47,7.134173462830004,7.194433196212751,6.857492887861264,7.524264205611949,10.56295126108757,10.520530682866166,10.455452490539397,10.582463474499484,1253.1,1442.164705882353,950.05,1851.45,38674.1,37186.57843137255,34732.25,39436.15,d,100.0,depto,100.0,depto | d | sup_mediana 37 m2 | calef: 1253 kWh | acs: 38674 kWh
101,36,1522,15.22,49.4,49.887253613666225,47.7,52.1,1.9,1.8999999999999995,1.9,1.9,1.9,1.8999999999999995,1.9,1.9,0.47,0.4699999999999998,0.47,0.47,0.47,0.4699999999999998,0.47,0.47,8.283506729921346,8.241159469546654,7.799014915012056,8.687855195123422,7.815166706249697,7.802630337910691,7.781180262626801,7.856629360752312,3957.05,4398.387647831801,2437.2,5929.45,2476.9,2459.737606837607,2394.1,2581.8,d,100.0,depto,100.0,depto | d | sup_mediana 49 m2 | calef: 3957 kWh | acs: 2477 kWh
101,37,304,3.04,30.6,30.43026315789474,29.0,31.8,1.9,1.9000000000000001,1.9,1.9,1.9,1.9000000000000001,1.9,1.9,0.47,0.4699999999999998,0.47,0.47,0.47,0.4699999999999998,0.47,0.47,7.057422456558634,7.09324869240834,6.753260617938255,7.419140746006642,7.379725698947599,7.355728294290663,7.2408928912501995,7.4821189235521155,1160.4499999999998,1321.7243421052633,855.85,1666.6,1602.15,1582.7338815789474,1394.35,1775.0,d,100.0,depto,100.0,depto | d | sup_mediana 31 m2 | calef: 1160 kWh | acs: 1602 kWh
102,-1,635,6.35,55.1,62.20614173228348,49.0,72.6,1.7,2.4264423076923074,1.7,4.0,1.7,2.4264423076923074,1.7,4.0,0.38,0.4361538461538461,0.33,0.6,0.38,0.4361538461538461,0.33,0.6,8.830426044712024,7.976397594067561,7.682089801589536,9.438865289392108,8.028030994486686,7.399663637750482,7.764083212741481,8.177094386739325,6838.2,7488.7622047244095,2168.15,12566.45,3064.7,3483.248264984227,2353.5,3557.5,d,42.204724409448815,casa_pareada,48.031496062992126,ruido / observacion atipica
102,0,102,1.02,55.8,56.1294117647059,52.3,58.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,9.11051648856014,7.88118534369376,8.201888059637259,10.402400851175814,8.217735389751635,8.203921725515345,8.167777549159096,8.253383883376012,9049.1,14991.675490196078,3660.4,32937.649999999994,3705.1,3668.7274509803915,3524.5,3839.6,i,100.0,depto,60.78431372549019,depto | i | sup_mediana 56 m2 | calef: 9049 kWh | acs: 3705 kWh
102,1,147,1.47,50.2,49.09387755102041,47.4,51.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.8400000000000001,0.84,0.84,0.84,0.8400000000000001,0.84,0.84,7.659548654974816,7.196264382308991,7.051810756716292,8.0884825667092,8.0334962350385,8.010405037491624,7.969799269621202,8.055517140029426,2119.8,2609.772789115646,1154.85,3256.0,3081.5,3018.6646258503397,2891.3,3150.1499999999996,b,100.0,depto,72.10884353741497,depto | b | sup_mediana 50 m2 | calef: 2120 kWh | acs: 3082 kWh
102,2,263,2.63,50.9,50.471863117870726,47.6,53.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.8400000000000001,0.84,0.84,0.84,0.8400000000000001,0.84,0.84,7.146378401144733,6.698900961489008,6.540957094191734,7.7490636534481805,7.906805026024057,7.8655922179523,7.8548529476173155,7.941686814175914,1268.5,1598.0532319391634,691.95,2318.3999999999996,2714.7,2687.671102661597,2577.25,2811.1,c,100.0,depto,100.0,depto | c | sup_mediana 51 m2 | calef: 1268 kWh | acs: 2715 kWh
102,3,72,0.72,53.1,51.30694444444445,47.4,53.1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,8.279941206232756,8.298878242228227,8.031222768648423,8.570286111090265,7.939693434382254,7.904448627873354,7.851077349907323,7.939693434382254,3943.0,4361.362499999999,3074.5,5272.25,2805.5,2722.384722222222,2567.5,2805.5,c,100.0,casa_pareada,100.0,casa_pareada | c | sup_mediana 53 m2 | calef: 3943 kWh | acs: 2806 kWh
102,4,215,2.15,54.5,54.06465116279069,50.8,57.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.8400000000000001,0.84,0.84,0.84,0.8400000000000001,0.84,0.84,6.314453433391908,6.248223632722367,5.701101298784391,6.892949938488526,7.855118230410703,7.794674144737416,7.785138848540809,7.908460685998653,551.5,817.2539534883723,298.20000000000005,984.3499999999999,2577.9,2467.304651162791,2403.6,2719.2,a,100.0,depto,100.0,depto | a | sup_mediana 54 m2 | calef: 552 kWh | acs: 2578 kWh
102,5,158,1.58,55.0,53.72974683544303,46.725,59.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.84,0.8400000000000002,0.84,0.84,0.84,0.8400000000000002,0.84,0.84,0.0,0.05625689437606476,0.0,0.0,7.849791727274708,7.831013712779047,7.722810309775416,7.914617709040679,0.0,0.12658227848101267,0.0,0.0,2564.2,2579.503164556962,2258.3,2736.0,a,100.0,depto,100.0,depto | a | sup_mediana 55 m2 | calef: 0 kWh | acs: 2564 kWh
102,6,140,1.4000000000000001,41.8,48.535,30.4,54.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.116966103209853,6.842704785162915,6.505858234635958,7.8855812211309715,7.652498208185733,7.011073194041443,7.2970232521877305,8.085004338386337,1231.75,1949.475714285714,668.4250000000001,2657.9,2104.9,2481.2683453237414,1474.9,3244.55,d,100.0,depto,100.0,depto | d | sup_mediana 42 m2 | calef: 1232 kWh | acs: 2105 kWh
102,7,88,0.88,71.3,69.6784090909091,52.65,87.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31969594749886,9.049627629710752,8.41363105769979,9.552379213123658,7.9991750970687425,7.89352038475358,7.744872924952113,8.21350853338162,11154.75,10078.3375,4507.1,14077.150000000001,2977.5,2900.9659090909095,2308.7,3689.5,d,100.0,casa_aislada,57.95454545454546,casa_aislada | d | sup_mediana 71 m2 | calef: 11155 kWh | acs: 2978 kWh
102,8,55,0.5499999999999999,43.7,46.31090909090911,42.3,51.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.6,0.6000000000000001,0.6,0.6,0.6,0.6000000000000001,0.6,0.6,8.464193178254533,8.506090341580274,8.136073306907003,9.271806923917108,7.9229497261707476,7.959937379831597,7.897389366220102,8.058580439097181,4740.9,6437.16,3415.85,10633.900000000001,2758.9,2876.814545454545,2689.25,3159.8,b,100.0,depto,65.45454545454545,depto | b | sup_mediana 44 m2 | calef: 4741 kWh | acs: 2759 kWh
