cluster_hdbscan,variable,count,media,mediana,p25,p75
11,u_norm_muro_principal,163,1.6999999999999995,1.7,1.7,1.7
11,u_norm_muro_secundario,163,1.6999999999999995,1.7,1.7,1.7
11,u_norm_techo_principal,163,0.3799999999999999,0.38,0.38,0.38
11,u_norm_techo_secundario,163,0.3799999999999999,0.38,0.38,0.38
11,log_calef_proyec_kwh,163,8.816550473814479,8.92435020078527,8.554026144187432,9.12303794831135
11,log_acs_proyec_kwh,163,7.889902143376393,7.885592560507808,7.838422176800799,7.9976631270201
12,superficie_util,223,38.69282511210762,38.6,29.950000000000003,45.4
12,u_norm_muro_principal,223,1.8973094170403586,1.9,1.9,1.9
12,u_norm_muro_secundario,223,1.8973094170403586,1.9,1.9,1.9
12,u_norm_techo_principal,223,0.4687892376681613,0.47,0.47,0.47
12,u_norm_techo_secundario,223,0.4687892376681613,0.47,0.47,0.47
12,log_calef_proyec_kwh,223,6.029468370450327,5.778889947143006,5.053971175982273,6.8958777641028615
12,log_acs_proyec_kwh,223,0.0,0.0,0.0,0.0
13,superficie_util,419,49.68615751789976,51.0,44.1,57.8
13,u_norm_muro_principal,419,1.6999999999999993,1.7,1.7,1.7
13,u_norm_muro_secundario,419,1.6999999999999993,1.7,1.7,1.7
13,u_norm_techo_principal,419,0.38,0.38,0.38,0.38
13,u_norm_techo_secundario,419,0.38,0.38,0.38,0.38
13,log_calef_proyec_kwh,419,7.435532696089363,7.7417073361331035,7.0140914303055935,8.373359275139652
13,log_acs_proyec_kwh,419,7.942319843574302,7.957947335047694,7.841139088282469,8.044080734770414
14,superficie_util,180,59.63333333333333,48.3,46.775,64.9
14,u_norm_muro_principal,180,1.6999999999999993,1.7,1.7,1.7
14,u_norm_muro_secundario,180,1.6999999999999993,1.7,1.7,1.7
14,u_norm_techo_principal,180,0.38,0.38,0.38,0.38
14,u_norm_techo_secundario,180,0.38,0.38,0.38,0.38
14,log_calef_proyec_kwh,180,9.350257006825114,9.4098854416962,9.156392691948717,9.544774819428964
14,log_acs_proyec_kwh,180,8.018059877917224,7.907982665728846,7.881860016752074,8.129150514599601
15,superficie_util,281,49.51779359430605,46.2,46.1,52.0
15,u_norm_muro_principal,281,1.6999999999999997,1.7,1.7,1.7
15,u_norm_muro_secundario,281,1.6999999999999997,1.7,1.7,1.7
15,u_norm_techo_principal,281,0.37999999999999995,0.38,0.38,0.38
15,u_norm_techo_secundario,281,0.37999999999999995,0.38,0.38,0.38
15,log_calef_proyec_kwh,281,9.030744947691671,9.153367823215191,8.823000013726565,9.255571830505108
15,log_acs_proyec_kwh,281,7.949152905658742,7.912313265567924,7.9107373366349965,8.004064918587572
16,superficie_util,75,51.61333333333334,51.1,50.0,54.0
16,u_norm_muro_principal,75,1.5999999999999996,1.6,1.6,1.6
16,u_norm_muro_secundario,75,1.5999999999999996,1.6,1.6,1.6
16,u_norm_techo_principal,75,0.32999999999999996,0.33,0.33,0.33
16,u_norm_techo_secundario,75,0.32999999999999996,0.33,0.33,0.33
16,log_calef_proyec_kwh,75,9.183620418707243,9.21890360263667,9.098227168781081,9.2793629624199
16,log_acs_proyec_kwh,75,7.998010866139642,7.9913554475297435,7.974085393729522,8.03378816322624
17,superficie_util,104,79.77884615384616,77.8,74.9,93.4
17,u_norm_muro_principal,104,1.6999999999999995,1.7,1.7,1.7
17,u_norm_muro_secundario,104,1.6999999999999995,1.7,1.7,1.7
17,u_norm_techo_principal,104,0.37999999999999995,0.38,0.38,0.38
17,u_norm_techo_secundario,104,0.37999999999999995,0.38,0.38,0.38
17,log_calef_proyec_kwh,104,8.885920202572208,8.939619347422653,8.396188722320016,9.252656722589233
17,log_acs_proyec_kwh,104,7.785963022278936,8.048500702250562,7.080026499922591,8.184793900967207
18,superficie_util,332,84.7578313253012,81.1,63.1,97.0
18,u_norm_muro_principal,332,1.9,1.9,1.9,1.9
18,u_norm_muro_secundario,332,1.9,1.9,1.9,1.9
18,u_norm_techo_principal,332,0.4699999999999999,0.47,0.47,0.47
18,u_norm_techo_secundario,332,0.4699999999999999,0.47,0.47,0.47
18,log_calef_proyec_kwh,332,9.490087654860009,9.467658480568218,9.26306017499207,9.726677898281846
18,log_acs_proyec_kwh,332,8.158129116153917,8.172192692323142,7.9991750970687425,8.280026352843096
19,superficie_util,159,61.4874213836478,53.4,49.65,75.2
19,u_norm_muro_principal,159,1.699999999999999,1.7,1.7,1.7
19,u_norm_muro_secundario,159,1.699999999999999,1.7,1.7,1.7
19,u_norm_techo_principal,159,0.37999999999999995,0.38,0.38,0.38
19,u_norm_techo_secundario,159,0.37999999999999995,0.38,0.38,0.38
19,log_calef_proyec_kwh,159,9.241219592456845,9.40150603742403,8.9490427662593,9.783359524270205
19,log_acs_proyec_kwh,159,8.01999137694282,7.99930938383834,7.937303265040725,8.219257279108174
20,superficie_util,219,51.12876712328767,44.8,41.8,56.25
20,u_norm_muro_principal,219,1.5999999999999999,1.6,1.6,1.6
20,u_norm_muro_secundario,219,1.5999999999999999,1.6,1.6,1.6
20,u_norm_techo_principal,219,0.32999999999999996,0.33,0.33,0.33
20,u_norm_techo_secundario,219,0.32999999999999996,0.33,0.33,0.33
20,log_calef_proyec_kwh,219,9.188368496546667,9.182712204858708,8.831169889541744,9.549728928747307
20,log_acs_proyec_kwh,219,7.963378118908699,7.888334500738654,7.833283216208774,8.063786879720482
21,superficie_util,167,49.24251497005988,50.6,45.7,52.3
21,u_norm_muro_principal,167,1.6999999999999993,1.7,1.7,1.7
21,u_norm_muro_secundario,167,1.6999999999999993,1.7,1.7,1.7
21,u_norm_techo_principal,167,0.37999999999999995,0.38,0.38,0.38
21,u_norm_techo_secundario,167,0.37999999999999995,0.38,0.38,0.38
21,log_calef_proyec_kwh,167,8.20334743377082,8.147288258706624,7.792410255988483,8.763271761817098
21,log_acs_proyec_kwh,167,7.95561200993639,7.983781068977451,7.903670169411904,8.009628910352617
22,superficie_util,196,48.14438775510204,48.6,46.325,52.2
22,u_norm_muro_principal,196,1.5999999999999999,1.6,1.6,1.6
22,u_norm_muro_secundario,196,1.5999999999999999,1.6,1.6,1.6
22,u_norm_techo_principal,196,0.33,0.33,0.33,0.33
22,u_norm_techo_secundario,196,0.33,0.33,0.33,0.33
22,log_calef_proyec_kwh,196,7.920658497170811,7.92284070289439,7.583552821206969,8.274490497048086
22,log_acs_proyec_kwh,196,7.9328838893701015,7.952615111650999,7.899540263580331,8.007008998476984
23,superficie_util,56,55.27857142857143,50.3,50.3,52.3
23,u_norm_muro_principal,56,1.5999999999999999,1.6,1.6,1.6
23,u_norm_muro_secundario,56,1.5999999999999999,1.6,1.6,1.6
23,u_norm_techo_principal,56,0.33,0.33,0.33,0.33
23,u_norm_techo_secundario,56,0.33,0.33,0.33,0.33
23,log_calef_proyec_kwh,56,9.474424171030947,9.486676091636674,9.443861885468529,9.54296234870781
23,log_acs_proyec_kwh,56,8.056516276477527,8.011288771969316,8.011288771969316,8.041927743048797
24,superficie_util,119,47.957142857142856,44.8,42.7,48.7
24,u_norm_muro_principal,119,1.0999999999999996,1.1,1.1,1.1
24,u_norm_muro_secundario,119,1.0999999999999996,1.1,1.1,1.1
24,u_norm_techo_principal,119,0.2800000000000002,0.28,0.28,0.28
24,u_norm_techo_secundario,119,0.2800000000000002,0.28,0.28,0.28
24,log_calef_proyec_kwh,119,9.679676225471502,9.72661313311539,9.650419444600395,9.765904903701625
24,log_acs_proyec_kwh,119,7.959742441331627,7.920010521993716,7.883182467079869,7.986436932161368
25,superficie_util,3354,45.7876267143709,47.2,33.8,51.3
25,u_norm_muro_principal,3354,1.8999999999999995,1.9,1.9,1.9
25,u_norm_muro_secundario,3354,1.8999999999999995,1.9,1.9,1.9
25,u_norm_techo_principal,3354,0.4699999999999998,0.47,0.47,0.47
25,u_norm_techo_secundario,3354,0.4699999999999998,0.47,0.47,0.47
25,log_calef_proyec_kwh,3354,7.5449074884933856,7.7830156612983,7.01703533030736,8.389416634730914
25,log_acs_proyec_kwh,3353,7.833494738840974,7.79938439778543,7.536363938404511,7.894206200761917
26,superficie_util,255,52.37019607843137,52.4,47.6,55.9
26,u_norm_muro_principal,255,1.6999999999999997,1.7,1.7,1.7
26,u_norm_muro_secundario,255,1.6999999999999997,1.7,1.7,1.7
26,u_norm_techo_principal,255,0.3799999999999999,0.38,0.38,0.38
26,u_norm_techo_secundario,255,0.3799999999999999,0.38,0.38,0.38
26,log_calef_proyec_kwh,255,7.695345733991116,7.8002859632919535,7.094495173108401,8.298253074746704
26,log_acs_proyec_kwh,255,7.811803878855606,7.81871180926559,7.7788394180182125,7.883031643204163
27,superficie_util,714,53.01638655462185,50.7,45.2,57.8
27,u_norm_muro_principal,714,1.9,1.9,1.9,1.9
27,u_norm_muro_secundario,714,1.9,1.9,1.9,1.9
27,u_norm_techo_principal,714,0.4699999999999998,0.47,0.47,0.47
27,u_norm_techo_secundario,714,0.4699999999999998,0.47,0.47,0.47
27,log_calef_proyec_kwh,714,8.789004722331331,8.79828861947321,8.55472879067165,9.026623286172708
27,log_acs_proyec_kwh,714,7.816204986634145,7.817222785508166,7.732237692372104,7.911027323803665
28,superficie_util,93,50.84731182795699,49.8,48.7,52.2
28,u_norm_muro_principal,93,1.0999999999999994,1.1,1.1,1.1
28,u_norm_muro_secundario,93,1.0999999999999994,1.1,1.1,1.1
28,u_norm_techo_principal,93,0.28000000000000014,0.28,0.28,0.28
28,u_norm_techo_secundario,93,0.28000000000000014,0.28,0.28,0.28
28,log_calef_proyec_kwh,93,8.354627029600373,8.35094968723484,8.131854187691662,8.621427072659785
28,log_acs_proyec_kwh,93,7.754292005228109,8.00446576036065,7.984360512387156,8.039737867125353
29,superficie_util,219,44.45114155251141,46.8,39.0,52.2
29,u_norm_muro_principal,219,1.5999999999999999,1.6,1.6,1.6
29,u_norm_muro_secundario,219,1.5999999999999999,1.6,1.6,1.6
29,u_norm_techo_principal,219,0.32999999999999996,0.33,0.33,0.33
29,u_norm_techo_secundario,219,0.32999999999999996,0.33,0.33,0.33
29,log_calef_proyec_kwh,219,8.090554898998,8.220591456789803,7.666951392349826,8.44626344266293
29,log_acs_proyec_kwh,219,7.911806247365969,7.989187498440394,7.807693021527287,8.039737867125353
30,superficie_util,60,63.63666666666668,64.35,53.85,72.6
30,u_norm_muro_principal,60,1.7,1.7,1.7,1.7
30,u_norm_muro_secundario,60,1.7,1.7,1.7,1.7
30,u_norm_techo_principal,60,0.3799999999999999,0.38,0.38,0.38
30,u_norm_techo_secundario,60,0.3799999999999999,0.38,0.38,0.38
30,log_calef_proyec_kwh,60,7.899680323294672,7.9239035419877375,7.699977377877446,8.025123894527457
30,log_acs_proyec_kwh,60,6.674730442412709,6.773423566186845,6.51320021484817,6.84609261859003
31,superficie_util,112,47.0,47.0,47.0,47.0
31,u_norm_muro_principal,112,1.6999999999999995,1.7,1.7,1.7
31,u_norm_muro_secundario,112,1.6999999999999995,1.7,1.7,1.7
31,u_norm_techo_principal,112,0.37999999999999995,0.38,0.38,0.38
31,u_norm_techo_secundario,112,0.37999999999999995,0.38,0.38,0.38
31,log_calef_proyec_kwh,112,8.605328692749028,8.502789940520987,8.429235901209335,8.829010404006233
31,log_acs_proyec_kwh,112,7.775989577440602,7.775989577440603,7.775989577440603,7.775989577440603
32,superficie_util,160,58.275,58.7,55.5,61.3
32,u_norm_muro_principal,160,1.6999999999999997,1.7,1.7,1.7
32,u_norm_muro_secundario,160,1.6999999999999997,1.7,1.7,1.7
32,u_norm_techo_principal,160,0.37999999999999995,0.38,0.38,0.38
32,u_norm_techo_secundario,160,0.37999999999999995,0.38,0.38,0.38
32,log_calef_proyec_kwh,160,8.738387697905853,8.745817432729652,8.566225506741338,8.910129787989053
32,log_acs_proyec_kwh,160,7.938416217997039,7.946299041184127,7.904445577924863,7.977830909508058
