cluster_hdbscan,variable,count,media,mediana,desviacion_estandar,minimo,p25,p75,maximo,coeficiente_variacion
12,log_acs_proyec_kwh,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,superficie_util,419,49.68615751789976,51.0,12.476423671878113,19.1,44.1,57.8,97.7,0.25110461937780965
13,u_norm_muro_principal,419,1.6999999999999993,1.7,6.669301495660432e-16,1.7,1.7,1.7,1.7,3.9231185268590796e-16
13,u_norm_muro_secundario,419,1.6999999999999993,1.7,6.669301495660432e-16,1.7,1.7,1.7,1.7,3.9231185268590796e-16
13,u_norm_techo_principal,419,0.38,0.38,0.0,0.38,0.38,0.38,0.38,0.0
13,u_norm_techo_secundario,419,0.38,0.38,0.0,0.38,0.38,0.38,0.38,0.0
13,log_calef_proyec_kwh,419,7.435532696089363,7.7417073361331035,1.573971131867586,0.0,7.0140914303055935,8.373359275139652,9.862644724465522,0.2116823630801057
13,log_acs_proyec_kwh,419,7.942319843574302,7.957947335047694,0.3126066454616647,7.05168244778878,7.841139088282469,8.044080734770414,9.546912603597729,0.03935961427121041
14,superficie_util,180,59.63333333333333,48.3,22.637196857478752,43.3,46.775,64.9,127.7,0.3796064313719187
14,u_norm_muro_principal,180,1.6999999999999993,1.7,6.679919322332007e-16,1.7,1.7,1.7,1.7,3.9293643072541236e-16
14,u_norm_muro_secundario,180,1.6999999999999993,1.7,6.679919322332007e-16,1.7,1.7,1.7,1.7,3.9293643072541236e-16
14,u_norm_techo_principal,180,0.38,0.38,0.0,0.38,0.38,0.38,0.38,0.0
14,u_norm_techo_secundario,180,0.38,0.38,0.0,0.38,0.38,0.38,0.38,0.0
14,log_calef_proyec_kwh,180,9.350257006825114,9.4098854416962,0.2786433766199461,8.463370384718731,9.156392691948717,9.544774819428964,10.091418348094594,0.029800611514373725
14,log_acs_proyec_kwh,180,8.018059877917224,7.907982665728846,0.21476458702388643,7.820238772513338,7.881860016752074,8.129150514599601,8.549408655778596,0.026785106409017465
15,superficie_util,281,49.51779359430605,46.2,7.112592211812108,42.6,46.1,52.0,81.7,0.14363709881916004
15,u_norm_muro_principal,281,1.6999999999999997,1.7,2.2244075975369276e-16,1.7,1.7,1.7,1.7,1.3084750573746635e-16
15,u_norm_muro_secundario,281,1.6999999999999997,1.7,2.2244075975369276e-16,1.7,1.7,1.7,1.7,1.3084750573746635e-16
15,u_norm_techo_principal,281,0.37999999999999995,0.38,5.561018993842319e-17,0.38,0.38,0.38,0.38,1.4634260510111368e-16
15,u_norm_techo_secundario,281,0.37999999999999995,0.38,5.561018993842319e-17,0.38,0.38,0.38,0.38,1.4634260510111368e-16
15,log_calef_proyec_kwh,281,9.030744947691671,9.153367823215191,0.44015831026268004,7.54040907911312,8.823000013726565,9.255571830505108,9.6560961334679,0.04873997802088165
