document_id,superficie_util,zona_termica,tipo_inmueble,calef_proyec,acs_proyec,u_norm_muro_principal,u_norm_muro_secundario,u_norm_techo_principal,u_norm_techo_secundario,cluster_hdbscan,cluster_probability,cluster_is_noise
f8e3b42024,49.1,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
cecff12022,43.1,f,casa_aislada,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,14,0.22884858922265802,False
7e02e72019,42.2,g,casa_aislada,no posee,calefont 7 litros tiro forzado,1.1,1.1,0.28,0.28,-1,0.0,True
01bfe32020,44.0,f,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,16,1.0,False
7ba3c92024,47.0,e,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,34,1.0,False
adde662018,47.2,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,61,1.0,False
6d72402026,52.6,c,depto,no posee,termo eléctrico,4.0,4.0,0.84,0.84,-1,0.0,True
588cea2022,45.6,d,depto,no posee,el edificio cuenta con 4 calderas tipo mural de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
19085a2023,55.0,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,5,1.0,False
6947842026,40.6,d,depto,no posee,sala de calderas,1.9,1.9,0.47,0.47,12,1.0,False
ce6e6c2023,49.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
cb0fa72023,25.7,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,1.0,False
8ad9f72023,33.4,d,depto,no posee,caldera a condensación,1.9,1.9,0.47,0.47,18,0.8750000275779601,False
333ca02026,47.6,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,1.0,False
632b8a2018,39.9,d,casa_pareada,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,-1,0.0,True
55303e2025,59.3,d,casa_pareada,no posee,calefont,1.9,1.9,0.47,0.47,10,1.0,False
ef4dfa2025,63.1,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,1.0,False
da51b02024,51.4,d,depto,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,11,1.0,False
c8cd702025,45.6,d,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,55,0.4857143084070062,False
8c06042022,54.5,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
16b9912025,48.3,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,1.0,False
6238842021,28.7,d,depto,no considera,central termica,1.9,1.9,0.47,0.47,-1,0.0,True
a863782025,57.8,e,depto,no posee,calefont,1.7,1.7,0.38,0.38,-1,0.0,True
869faa2024,45.7,d,depto,no posee,caldera mural de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
258cf72023,43.7,f,casa_aislada,estufa a parafina ff55-t,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,-1,0.0,True
28fe0e2024,28.6,d,depto,no posee,caldera mural de condensación,1.9,1.9,0.47,0.47,38,0.004070556255695922,False
b371922022,49.9,d,depto,no posee,calefont glp,3.0,3.0,0.6,0.6,37,1.0,False
f559db2025,81.7,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
bb8b4f2024,38.0,g,depto,no posee,calefont individual. gas licuado,1.6,1.6,0.33,0.33,-1,0.0,True
86a52c2024,103.9,d,casa_pareada,caldera mural anwo + radiadores.,calefón tiro forzado 13 l/m anwo.,1.9,1.9,0.47,0.47,-1,0.0,True
a18f9b2024,73.2,a,depto,no posee,termo eléctrico junkers/bosch,4.0,4.0,0.84,0.84,-1,0.0,True
c2998f2023,28.9,d,depto,no posee,el edificio cuenta con 2 calderas de gas natural ivar super,1.9,1.9,0.47,0.47,-1,0.0,True
6648282024,43.7,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
395d0d2024,56.8,d,depto,no posee,calefont 11 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
7b0a242020,34.8,d,depto,no posee,calentamiento de agua con caldera a condensación,1.9,1.9,0.47,0.47,50,0.00881953798648314,False
cb71cb2024,34.0,d,depto,no posee,central térmica. caldera de condensación con acumuladores,1.9,1.9,0.47,0.47,-1,0.0,True
e43a772024,53.7,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,0.39361702477221755,False
45104f2020,51.6,d,casa_pareada,estufa kerosene 3 kw,calefon tiro natural 10 lts +sst,1.7,1.7,0.38,0.38,1,1.0,False
af5a0d2026,48.7,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,1.0,False
d03bb42024,43.2,d,depto,no posee,"caldera de tipo condensación, 900kw marca inmergas modelo",1.9,1.9,0.47,0.47,-1,0.0,True
45d9b22023,17.5,f,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,32,0.1645569674693233,False
5f17582023,29.0,d,depto,no posee,central termica,1.9,1.9,0.47,0.47,38,1.0,False
8b67c92024,52.5,d,depto,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,11,1.0,False
d58af82020,41.2,i,casa_aislada,split inverter marca fujitsu modelo acy50 uia-ll.,"calefont ionizado- gas licuado, marca splendid, modelo beyond",,,,,-1,0.0,True
fd82002024,37.8,d,depto,radiadores electricos,caldera de condensacion,1.9,1.9,0.47,0.47,-1,0.0,True
1d2d522019,50.9,d,depto,no posee,bomba de calor,1.9,1.9,0.47,0.47,-1,0.0,True
817e1d2024,49.4,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
fa41b82022,59.6,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,33,0.037811515147903374,False
2dacf12019,30.2,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,57,1.0,False
517a3c2023,51.8,d,casa_aislada,no posee,"calefón splendid de 10 litros, master 10l, gas licuado, potencia",3.0,3.0,0.6,0.6,-1,0.0,True
b6013f2018,55.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,1.0,False
8433a82025,46.4,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
bb8d152026,53.6,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
6796a52024,47.8,f,depto,no posee,calefont,1.6,1.6,0.33,0.33,-1,0.0,True
10d4852026,58.6,i,casa_pareada,no posee,calefont 7 litros tiro forzado,0.6,0.6,0.25,0.25,-1,0.0,True
bba3082025,54.7,f,depto,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
1ddac32025,43.6,d,depto,no posee,"central térmica con 8 calentadores de agua, marca anwo,",1.0,1.0,0.0,0.0,2,0.9996619144450413,False
9fcea22019,39.5,d,depto,no posee,caldera rinnai sm 175,1.9,1.9,0.47,0.47,30,0.038670282988471666,False
e4f4b42021,49.5,f,casa_aislada,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,15,1.0,False
96b9c62025,37.6,d,depto,sin sistema,caldera de condensación marca naview,1.9,1.9,0.47,0.47,-1,0.0,True
7661722025,49.6,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
2672632019,29.1,d,depto,no considera sistema de calefacción.,sistema individual termo eléctrico con encendido automático.,1.9,1.9,0.47,0.47,-1,0.0,True
41f9a52022,49.3,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
bb6f0d2024,47.0,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
b94a182026,67.6,e,depto,sin sistema,calefont tiro forzado 13 lts,1.7,1.7,0.38,0.38,35,1.0,False
3c57fa2022,48.1,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,36,1.0,False
6628262024,50.5,d,depto,caldera mural,caldera mural,1.7,1.7,0.38,0.38,-1,0.0,True
0d6a1a2026,28.9,d,depto,no posee,sala de calderas,1.9,1.9,0.47,0.47,12,1.0,False
b1f46a2024,50.0,f,casa_pareada,no posee,calefont glp,1.6,1.6,0.33,0.33,27,0.0,False
8c3fc92021,95.3,d,depto,radiadores,caldera de condensacíon,1.9,1.9,0.47,0.47,-1,0.0,True
2550132019,89.4,d,casa_aislada,no posee,"calefont 10 lt, tiro forzado.",1.0,1.0,0.0,0.0,2,0.9952877790250343,False
99d3bc2022,43.1,d,depto,no posee,el edificio cuenta con 2 calderas para el edificio sur y 3 calderas,1.9,1.9,0.47,0.47,8,0.07259158922291108,False
28f6842024,44.1,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,1.0,False
2c64e82025,49.8,g,depto,sin sistema,calefon junkers wd7,1.1,1.1,0.28,0.28,-1,0.0,True
f552902021,70.8,d,casa_pareada,no posee,calefón,1.9,1.9,0.47,0.47,-1,0.0,True
805ec52025,47.9,d,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,55,0.8500000115827424,False
6f37a82026,48.7,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,1.0,False
ff86852026,59.8,a,depto,no posee,termo eléctrico,4.0,4.0,0.84,0.84,-1,0.0,True
72bc132021,63.1,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,1.0,False
c1fee52026,44.8,f,casa_aislada,bomba de calor tipo aire acondicionado aire-aire,calefont 7l gl splendid master,1.7,1.7,0.38,0.38,-1,0.0,True
b430932023,43.9,g,depto,no posee,calefont 7 litros tiro forzado,1.1,1.1,0.28,0.28,22,0.045976585582855785,False
e5dc9a2025,52.7,f,casa_pareada,no posee,"calefon splendid beyond 11 litros 2ev, gas licuado, de 19,3",1.7,1.7,0.38,0.38,-1,0.0,True
b2da682023,52.7,f,casa_pareada,no posee,"calefon splendid tn 10 litros, gas licuado.",1.7,1.7,0.38,0.38,-1,0.0,True
34b3a12022,49.3,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
1256e42024,52.4,d,casa_pareada,no posee,calefont glp,3.0,3.0,0.6,0.6,-1,0.0,True
8c90972024,42.4,d,depto,no considera,central térmica,1.9,1.9,0.47,0.47,-1,0.0,True
89d3f62024,48.6,c,depto,no posee,termo eléctrico rheem 120 lt.,4.0,4.0,0.84,0.84,-1,0.0,True
f158ab2023,31.3,d,depto,no posee,la torre cuenta con 2 calderas de gas natural sime modelo,1.9,1.9,0.47,0.47,-1,0.0,True
f5c0862025,26.6,d,depto,no posee,calderas de condensación,1.9,1.9,0.47,0.47,38,0.004070556255695922,False
39e0ac2024,54.8,f,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,27,0.0,False
a4703e2025,52.3,g,casa_aislada,no posee,calefon,1.6,1.6,0.33,0.33,17,1.0,False
9e81cd2024,54.3,f,depto,no posee,calefont glp,1.7,1.7,0.38,0.38,29,1.0,False
2f69f42026,54.1,d,casa_pareada,no posee,calefont,1.9,1.9,0.47,0.47,10,1.0,False
04eef42025,83.7,e,casa_aislada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,33,0.012550881504633415,False
3fd6dc2024,52.2,g,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,22,1.0,False
245d7c2026,27.8,d,depto,no posee,caldera condensación,1.9,1.9,0.47,0.47,13,1.0,False
d3cd2f2026,45.9,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,59,1.0,False
83c85a2023,37.1,d,depto,no considera,calefón de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
e7ca6a2021,46.2,f,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,27,1.0,False
86f9d32025,40.8,b,depto,0,"calefon junkers wtd10 km e31, 10 litros, gas licuado de 17,8",4.0,4.0,0.84,0.84,-1,0.0,True
d41e462024,47.9,d,depto,no posee,calefont tiro forzado,1.9,1.9,0.47,0.47,24,0.024526388758561498,False
7859d42026,58.6,i,casa_pareada,no posee,calefont 7 litros tiro forzado,0.6,0.6,0.25,0.25,-1,0.0,True
2903662023,58.7,c,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,51,0.5781250241307151,False
313b2c2024,49.8,g,depto,no posee,calefont 10 litros tiro forzado,1.1,1.1,0.28,0.28,23,1.0,False
5f51502022,44.4,d,depto,no posee,calefont,1.9,1.9,0.47,0.47,50,0.8965516763929752,False
f980a42025,59.5,d,casa_aislada,0,"calefón junkers hidrowind wr13-2 km e31 s4305 13 litros,",1.9,1.9,0.47,0.47,-1,0.0,True
b42fa02024,31.7,d,depto,no aplica,3 calderas murales de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
35b1542025,47.4,d,depto,sin sistema,caldera de condensación marca naview,1.9,1.9,0.47,0.47,-1,0.0,True
e783212022,45.7,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,40,0.0,False
e9ad4a2023,54.0,f,casa_pareada,no aplica,calefont glp,1.6,1.6,0.33,0.33,26,1.0,False
361c522021,48.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
2ce3df2023,50.8,d,depto,no aplica,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
e278bf2023,52.2,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,5,1.0,False
fe96382021,50.0,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
2a85ed2024,27.9,d,depto,sin calefacción,central termica. caldera condensación. gas natural,1.9,1.9,0.47,0.47,-1,0.0,True
81ed5a2023,28.3,d,depto,no posee,central termica bomba calor aerotermica - electricidad,1.9,1.9,0.47,0.47,38,0.004070556255695922,False
e764702019,60.0,f,casa_aislada,estufa a parafina marca toyotomi modelo ff-55 el que tiene,calefon marca mademsa modelo forzada tfm 10 eco gl/gn,1.6,1.6,0.33,0.33,-1,0.0,True
39eb3b2023,75.2,d,depto,no posee,calefont,1.9,1.9,0.47,0.47,50,0.14942527939882919,False
521cea2026,40.6,b,depto,0,"calefón junkers hidrowind wd10 km e31 s4300, 10 litros,",4.0,4.0,0.84,0.84,-1,0.0,True
c5daa32026,96.1,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,0.5692307794656191,False
90d4ce2024,49.3,d,depto,"central térmica, 3 calderas murales de condensación","central térmica, 3 calderas murales de condensación",1.9,1.9,0.47,0.47,-1,0.0,True
c4262a2019,50.8,c,depto,no posee,calefont 12 litros,3.0,3.0,0.6,0.6,-1,0.0,True
8f44092023,50.2,g,depto,no posee,calefont 10 litros tiro forzado,1.6,1.6,0.33,0.33,23,1.0,False
fbc94e2025,48.3,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,1.0,False
15b0262022,53.7,e,depto,no considera,bomba de calor,1.7,1.7,0.38,0.38,-1,0.0,True
cf1d462024,57.0,e,casa_pareada,no posee,calefont. gas licuado,1.7,1.7,0.38,0.38,-1,0.0,True
166c842019,48.5,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
3df1562021,55.2,d,depto,no posee,calefont a condensación,1.9,1.9,0.47,0.47,-1,0.0,True
e6043f2019,43.3,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,0.14285714285714285,False
e21cc72024,45.7,f,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,31,1.0,False
fb39702024,30.8,d,depto,no posee,caldera de condensacin,1.9,1.9,0.47,0.47,-1,0.0,True
5bd1a52026,44.5,f,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,16,1.0,False
f828392025,48.6,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
c1c2802026,42.6,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
984f402021,59.5,d,casa_pareada,estufa kerosene 3 kw,calefon tiro natural 10 lts +sst,1.7,1.7,0.38,0.38,1,1.0,False
39001b2025,27.7,d,depto,no posee,termo eléctrico,1.9,1.9,0.47,0.47,8,1.0,False
e861c52026,53.6,f,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,16,0.2647058810169847,False
5770212026,26.6,d,depto,no posee,caldera condensación,1.9,1.9,0.47,0.47,13,1.0,False
dfb40d2019,52.3,i,depto,"calefactor a gas natural, 35.000 btu","calefont a gas natural, marca neckar de 13 litros",0.6,0.6,0.25,0.25,-1,0.0,True
3579b32024,30.0,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,1.0,False
a435bf2024,29.4,d,depto,no posee,central termica,1.9,1.9,0.47,0.47,38,1.0,False
9684c32025,52.7,a,depto,no posee,"calefon splendid mvg tfi de 10 litros, de 17,6 kw potencia",4.0,4.0,0.84,0.84,4,1.0,False
c286192021,60.0,f,casa_aislada,estufa a parafina marca toyotomi modelo ff-55 el que tiene,calefon marca mademsa modelo forzada tfm 10 eco gl/gn,1.6,1.6,0.33,0.33,-1,0.0,True
2d661b2026,50.2,b,depto,no posee,calefont 10 litros tiro forzado cámada abierta,4.0,4.0,0.84,0.84,-1,0.0,True
fb28992025,54.4,d,depto,calefactor electrico,calefont 10 litros gl,3.0,3.0,0.6,0.6,0,1.0,False
5da3e02024,30.0,c,depto,no posee,termo eléctrico rheem 80 lt.,4.0,4.0,0.84,0.84,-1,0.0,True
1ee5b92022,48.3,c,casa_pareada,no posee,"calefon tiro natural, modelo master de 7 lts,",4.0,4.0,0.84,0.84,-1,0.0,True
c1a09d2026,49.4,d,depto,no posee,"calefón splendid de 10 litros, master mvg tfi 10, gas licuado",3.0,3.0,0.6,0.6,-1,0.0,True
5855e32023,54.0,f,casa_pareada,no aplica,calefont glp,1.6,1.6,0.33,0.33,26,1.0,False
85d2202026,53.6,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
48fd0f2022,94.7,d,casa_aislada,la vivienda considera estufa de 6kw y combustible glp.,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
972fdd2021,51.2,d,depto,no posee,calefont gas licuado,1.9,1.9,0.47,0.47,-1,0.0,True
bc73592022,52.3,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,47,1.0,False
ba23582020,42.4,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,40,0.0,False
3171592024,29.0,d,depto,no considera,caldera con condensación,1.9,1.9,0.47,0.47,53,1.0,False
e064ba2024,40.6,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
0af3502025,63.1,d,depto,sin sistema,calefont,1.9,1.9,0.47,0.47,50,0.00881953798648314,False
bef8d62025,48.6,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
499a872018,39.9,d,casa_pareada,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,-1,0.0,True
7606312026,58.6,i,casa_aislada,no posee,calefont 7 litros tiro forzado,0.6,0.6,0.25,0.25,-1,0.0,True
7900082025,57.2,f,casa_pareada,no posee,"calefon splendid beyond 10 litros 2ev, gas licuado de 18 kw.",1.7,1.7,0.38,0.38,-1,0.0,True
7ebaea2025,49.7,a,depto,no posee,"termo eléctrico anwo van120l, potencia 1.7 kw",4.0,4.0,0.84,0.84,-1,0.0,True
e1a7fd2025,66.8,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
0907c62020,40.7,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
2e4d4e2021,48.3,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,1.0,False
8f4f452024,103.4,d,casa_aislada,no posee,calefont 13 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
2062072024,45.7,f,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,31,1.0,False
e872142026,44.6,c,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,0.3448275944704466,False
4a20e82025,59.5,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,6,1.0,False
9e4d892021,72.2,a,depto,no posee,sistema unitario,4.0,4.0,0.0,0.0,-1,0.0,True
224f4d2025,72.6,d,depto,no posee,calefon,1.9,1.9,0.47,0.47,-1,0.0,True
cb74642018,48.3,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
9e3e092025,48.7,g,casa_aislada,no posee,calefon,1.1,1.1,0.28,0.28,17,1.0,False
b07ce52025,52.0,d,depto,no posee,el edificio cuenta con 7 calderas condensación de gas natural,1.9,1.9,0.47,0.47,-1,0.0,True
65e6aa2025,58.7,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,46,1.0,False
7b65fb2023,53.0,d,depto,no posee,caldera con condensación,1.9,1.9,0.47,0.47,52,0.6818181339556098,False
22e0cc2020,42.4,f,depto,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
e9152c2024,51.6,f,casa_aislada,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,15,1.0,False
a5f76f2026,40.4,d,depto,no posee,sala de calderas,1.9,1.9,0.47,0.47,12,1.0,False
5a12a42023,53.0,c,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,1.0,False
0e77d02022,59.5,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,46,1.0,False
3d7ea92026,32.0,d,depto,no posee,termo eléctrico splendid 80 lt,1.9,1.9,0.47,0.47,-1,0.0,True
41a1052025,48.3,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,1.0,False
5ac9d92025,47.2,d,depto,no posee,"en definición, se utiliza por defecto en precalificación.",1.9,1.9,0.47,0.47,-1,0.0,True
c1c8852020,40.7,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
56cfe32018,48.3,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
91f9f32021,42.0,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,40,1.0,False
974c752021,44.3,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,1.0,False
0dd6152026,47.6,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,1.0,False
27b8482024,40.3,d,depto,no posee,central térmica,1.9,1.9,0.47,0.47,38,0.004070556255695922,False
108ef02022,46.1,f,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,27,0.0,False
7eeafa2022,48.6,d,depto,el proyecto no define sistema de calefacción,el proyecto considera un equipo calefont 7lts ionizado para,1.9,1.9,0.47,0.47,-1,0.0,True
b0c3bb2026,54.4,c,depto,calefactor electrico,calefont 10 litros gl,3.0,3.0,0.6,0.6,0,1.0,False
f5bec22025,49.4,d,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,55,0.8500000115827424,False
84c8312025,46.3,d,depto,no posee,"central térmica con 10 calefones de condesación, marca anwo,",1.0,1.0,0.0,0.0,2,1.0,False
9cf0382023,49.2,e,depto,no posee,calefont 13 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
9be8072021,61.3,d,casa_pareada,no posee,calefont,1.7,1.7,0.38,0.38,9,1.0,False
fbc1502023,55.1,d,depto,no posee,calefon,1.9,1.9,0.47,0.47,-1,0.0,True
66c2572025,57.5,d,depto,no posee,calefont 7 litros tiro forzado,1.0,1.0,0.0,0.0,2,0.9886325761593803,False
d148002026,47.6,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,1.0,False
269a122026,47.0,d,casa_pareada,"estufa keroseno, 3 kw",calefont 10litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
012bd22024,35.8,d,depto,no posee,calefacción central mediante caldera de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
5a00d12025,47.9,d,depto,no posee,sala de calderas,1.9,1.9,0.47,0.47,12,0.7166666924060962,False
b485d42025,46.9,g,depto,calefactor eléctrico 1000 w,termo eléctrico,1.6,1.6,0.33,0.33,-1,0.0,True
f5ee132021,54.2,d,depto,no posee,calefont gas licuado,1.9,1.9,0.47,0.47,-1,0.0,True
4c9f342025,48.6,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
47a6752026,45.9,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,59,1.0,False
2e47552025,49.5,d,casa_pareada,no posee,calefont 11 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
79b46f2026,42.6,c,depto,no posee,calefont 10 litros tiro forzado marca splendid.,4.0,4.0,0.0,0.0,-1,0.0,True
a6ba602026,48.5,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,1.0,False
bbf68e2025,43.2,f,depto,no posee,calefont a gas licuado,1.6,1.6,0.33,0.33,-1,0.0,True
c4d5362018,65.5,c,depto,caldera mural de condensacion baxi (main 5),caldera mural de condensacion baxi (main 5),3.0,3.0,0.6,0.6,-1,0.0,True
75c2112022,45.0,d,casa_pareada,no posee,calefont,1.9,1.9,0.47,0.47,10,1.0,False
1234c92024,56.3,d,depto,no posee,calefont 10 litros tiro forzado,3.0,3.0,0.6,0.6,11,0.009571054886205977,False
9f48722022,104.6,d,depto,calefactores eléctricos,centralizado con caldera de condensación y estanques de,1.9,1.9,0.47,0.47,-1,0.0,True
0d58872024,52.8,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
f39ec72024,49.4,d,depto,no posee,calefont tiro forzado,1.9,1.9,0.47,0.47,24,0.024526388758561498,False
7809242019,41.9,g,casa_pareada,no posee,calefont 7 litros tiro natural,1.1,1.1,0.28,0.28,-1,0.0,True
7eeb1c2024,30.7,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,57,1.0,False
f70f262022,46.1,f,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,27,0.0,False
4091c62026,55.3,d,casa_aislada,calefactor electrico,calefont 10 litros gl,1.9,1.9,0.47,0.47,0,0.7625006171926384,False
9893442026,67.6,e,depto,sin sistema,calefont tiro forzado 13 lts,1.7,1.7,0.38,0.38,35,1.0,False
6f6c182026,47.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,42,1.0,False
24f7b42022,58.8,e,depto,calefacción mediante radiadores electricas,central termica a gas con calderas/calefon en cascada,1.7,1.7,0.38,0.38,-1,0.0,True
e786e72025,48.3,b,depto,no posee,calefont glp,4.0,4.0,0.84,0.84,-1,0.0,True
1322262024,30.2,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,1.0,False
f3cad62024,49.5,d,depto,no posee,el edificio cuenta con 3 calderas de gas natural sime modelo,1.9,1.9,0.47,0.47,-1,0.0,True
41d41f2024,36.9,d,depto,no posee,caldera,1.9,1.9,0.47,0.47,-1,0.0,True
1d2a3a2023,53.5,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,58,1.0,False
