document_id,superficie_util,zona_termica,tipo_inmueble,calef_proyec,acs_proyec,u_norm_muro_principal,u_norm_muro_secundario,u_norm_techo_principal,u_norm_techo_secundario,cluster_hdbscan,cluster_probability,cluster_is_noise
6c0d2b2023,28.0,d,depto,no posee,calefón de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
aaf8ba2025,47.3,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,61,0.0,False
f894402019,51.1,d,depto,no posee,calefont 7 glp,1.9,1.9,0.47,0.47,-1,0.0,True
f3fc992019,94.6,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,0.5692307794656191,False
a215ee2022,51.9,b,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,-1,0.0,True
e32aba2020,79.6,d,casa_pareada,estufa kerosene 3 kw,calefon tiro natural 10 lts +sst,1.7,1.7,0.38,0.38,1,1.0,False
7c65592022,39.2,f,casa_aislada,no posee,calefont glp,1.6,1.6,0.33,0.33,19,1.0,False
6b98c82022,29.1,d,depto,no posee,el edificio cuenta con 2 calderas de gas natural ivar super,1.9,1.9,0.47,0.47,-1,0.0,True
7473042025,66.8,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
3286a42025,49.4,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
386d082023,60.1,e,depto,no posee,calefont 13 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
afd0212022,30.8,d,depto,no posee,el edificio cuenta con 2 calderas de gas natural ivar super,1.9,1.9,0.47,0.47,-1,0.0,True
ec24912021,41.5,d,depto,no posee,el edificio cuenta con 2 calderas para el edificio sur y 3 calderas,1.9,1.9,0.47,0.47,8,0.07259158922291108,False
df20e52022,32.4,d,depto,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,11,0.25961539946505546,False
1d0ca02021,48.1,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
f965b22025,50.3,d,depto,no posee,sistema centralizado. calderas de condensación. gas licuado,1.9,1.9,0.47,0.47,-1,0.0,True
1c84682019,52.4,d,depto,no posee,calefont con gas licuado 7 lt,3.0,3.0,0.0,0.0,-1,0.0,True
705eb32024,47.4,d,casa_pareada,no posee,calefont 13 litros,1.9,1.9,0.47,0.47,-1,0.0,True
a0e4a92024,52.3,d,depto,no posee,caldera modular de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
f0bac02022,47.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,41,1.0,False
50270b2021,78.2,d,casa_pareada,no posee,calefont,1.7,1.7,0.38,0.38,9,1.0,False
1c06f82022,51.6,d,depto,no posee,calefont,1.9,1.9,0.47,0.47,50,1.0,False
9a8bda2026,47.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,41,1.0,False
112db62026,56.6,f,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,16,0.1551724188430507,False
8597822023,41.2,f,casa_aislada,no posee,calefont glp,1.6,1.6,0.33,0.33,19,1.0,False
54b29b2021,46.4,d,depto,no posee,caldera con condensación,1.9,1.9,0.47,0.47,52,0.8333332618349243,False
c0eb4e2023,70.1,d,casa_pareada,no posee,calefont,1.9,1.9,0.47,0.47,10,1.0,False
c0ed7e2025,48.7,g,casa_aislada,no posee,calefon,1.1,1.1,0.28,0.28,17,1.0,False
d160aa2025,53.7,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
0100a32026,58.2,d,depto,no posee,calefont tiro forzado,1.7,1.7,0.38,0.38,24,1.0,False
619a262024,45.8,a,depto,no posee,calefon,4.0,4.0,0.84,0.84,-1,0.0,True
a78ef92025,32.0,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,57,1.0,False
35e84b2025,31.6,c,depto,no posee,sala de calderas,3.0,3.0,0.6,0.6,-1,0.0,True
e780392023,52.2,g,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,22,1.0,False
1f37bb2026,63.1,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,33,1.0,False
2d247b2023,51.2,e,depto,no aplica,calefont glp,1.7,1.7,0.38,0.38,-1,0.0,True
bd5a442020,48.7,g,depto,no considera,caldera rinnai eco 16/17 gn,1.1,1.1,0.28,0.28,-1,0.0,True
173f722025,46.8,g,depto,no posee,calefón rheem 14 lts,1.6,1.6,0.33,0.33,-1,0.0,True
27a6bc2020,48.7,e,depto,no posee,termo eléctrico,1.7,1.7,0.38,0.38,-1,0.0,True
db91d62018,48.2,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
58ccf62021,77.8,d,casa_aislada,estufa kerosene 3 kw,calefon tiro natural 10 lts +sst,1.7,1.7,0.38,0.38,1,1.0,False
ecb2932023,53.6,d,depto,no posee,calentamiento de agua con caldera a condensación,1.9,1.9,0.47,0.47,50,0.00881953798648314,False
2c059e2026,53.6,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
3b46872018,42.7,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,42,0.7826087102492029,False
790cd62025,42.4,a,depto,no posee,"termo eléctrico anwo van120l, potencia 1.7 kw",4.0,4.0,0.84,0.84,-1,0.0,True
6c56592018,61.1,c,casa_aislada,no posee,calefont 14 litros tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
3d5e5c2024,50.3,g,casa_aislada,no posee,calefont glp,1.6,1.6,0.33,0.33,20,1.0,False
3243ed2024,60.0,e,depto,no posee,calefont 13 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
b3890c2024,49.0,f,casa_pareada,no posee,calefont,1.6,1.6,0.33,0.33,-1,0.0,True
63a5912024,50.1,c,depto,no posee,calefont 7 litros tiro natural,3.0,3.0,0.6,0.6,-1,0.0,True
e9c41a2019,46.0,f,depto,no posee,calefont 13 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
dd686f2020,48.7,e,depto,no posee,termo eléctrico,1.7,1.7,0.38,0.38,-1,0.0,True
4612fd2024,32.6,d,depto,no posee,calefont tiro forzado,1.9,1.9,0.47,0.47,24,0.024526388758561498,False
132b562022,57.0,d,depto,losa radiante mediante bomba de calor aerotérmica,bomba de calor aerotérmica,1.9,1.9,0.47,0.47,-1,0.0,True
7de4e02019,51.1,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,49,1.0,False
7a75152024,40.6,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
df3eb72020,45.2,d,depto,no posee,calefont 13 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
e184922024,39.5,d,depto,no posee,caldera a gas centralizada,1.9,1.9,0.47,0.47,30,0.038670282988471666,False
33f75d2024,90.7,d,casa_aislada,no posee,calefont 10 litros tiro natural,1.9,1.9,0.47,0.47,-1,0.0,True
7191f42020,46.2,f,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,27,1.0,False
812dcd2025,28.9,d,depto,sin sistema,caldera de condensación marca naview,1.9,1.9,0.47,0.47,-1,0.0,True
02b1d92022,41.4,d,depto,no posee,caldera con condensación,1.9,1.9,0.47,0.47,52,1.0,False
d9bc8a2022,26.4,d,depto,no posee,caldera a condensación,1.9,1.9,0.47,0.47,18,1.0,False
cb67d02024,55.5,d,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,55,1.0,False
6aa7772025,49.2,b,casa_pareada,no posee,calefont glp,4.0,4.0,0.84,0.84,-1,0.0,True
bde6ab2019,50.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,0.6666666237676203,False
e7b6622023,71.4,e,casa_aislada,no posee,termo eléctrico de 120 lt,1.7,1.7,0.38,0.38,-1,0.0,True
36b74c2025,52.2,g,depto,no posee,calefont 10 litros tiro forzado,1.1,1.1,0.28,0.28,23,1.0,False
e3c3f12025,46.7,f,casa_pareada,no posee,calefón,1.7,1.7,0.38,0.38,-1,0.0,True
c8b94d2023,54.3,c,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,1.0,False
2ca3b22025,55.6,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,5,1.0,False
03dc662024,48.3,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,-1,0.0,True
32f3692025,49.5,d,casa_pareada,no posee,calefont 11 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
b968ff2025,42.8,d,depto,no posee,"calefont 10 litros tiro forzado, gas natural",1.9,1.9,0.47,0.47,11,0.009158751509832206,False
bd16912023,76.8,d,casa_pareada,no posee,calefont,1.9,1.9,0.47,0.47,10,0.7837837928085651,False
517bad2021,41.7,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,40,0.0,False
24fc442024,54.0,d,depto,0,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
80b7e02023,67.5,i,depto,"calefactor de tiro natural modelo 4990tc, marca orbis, potencia","calefon de tiro forzado digital de 13 litros- marca spendid,",0.6,0.6,0.25,0.25,-1,0.0,True
77ca932025,56.9,c,depto,no posee,calefont 13 litros - splendid mvg-tfi-13,4.0,4.0,0.84,0.84,-1,0.0,True
3fee822024,42.1,d,depto,no considera,caldera con condensación,1.9,1.9,0.47,0.47,53,0.9428571453785562,False
5eeffd2026,64.8,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.7,1.7,0.38,0.38,36,0.02654312861602531,False
c106552022,51.3,d,depto,no posee,termo eléctrico,1.9,1.9,0.47,0.47,8,1.0,False
f8ed782019,73.0,d,depto,,,1.9,1.9,0.47,0.47,-1,0.0,True
ea246e2025,40.1,d,depto,sin sistema,caldera,1.9,1.9,0.47,0.47,-1,0.0,True
de0f6f2021,77.5,d,casa_pareada,no posee,calefón,1.9,1.9,0.47,0.47,-1,0.0,True
d660052025,47.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,41,1.0,False
5b4c692021,34.6,a,depto,no posee,sistema unitario,4.0,4.0,0.0,0.0,-1,0.0,True
0733202025,59.5,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,6,1.0,False
53b5282024,75.5,e,depto,no posee,centralizado a gas natural,1.7,1.7,0.38,0.38,-1,0.0,True
6cba1b2020,58.7,d,casa_pareada,no posee,calefont 10 litros tiro natural,1.7,1.7,0.38,0.38,-1,0.0,True
9e0c1b2021,53.3,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,1.0,False
67add02018,47.2,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,61,1.0,False
864e1e2018,56.8,g,,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,-1,0.0,True
13d62f2021,39.3,d,depto,no posee,caldera con condensación,1.9,1.9,0.47,0.47,52,1.0,False
93a0362022,51.6,d,depto,losa de cielo radiante mediante bomba de calor,bomba de calor para acs,1.9,1.9,0.47,0.47,-1,0.0,True
2b0afc2020,44.0,f,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,16,1.0,False
25a8202022,49.9,d,depto,no posee,calefont glp,3.0,3.0,0.6,0.6,37,1.0,False
612c972026,41.8,d,depto,no posee,el edificio cuenta con 4 calderas a gas natural de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
7e75872023,44.1,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
624dcc2024,39.6,d,depto,no posee,"el edificio cuenta con 3 calderas baxi luna duo-tec mp 1.110,",1.9,1.9,0.47,0.47,-1,0.0,True
8b59f22025,94.2,c,depto,no posee,caldera mural a condensación,3.0,3.0,0.6,0.6,-1,0.0,True
4bd9ca2025,27.8,d,depto,no posee,termo eléctrico,1.9,1.9,0.47,0.47,8,1.0,False
cc48de2026,71.7,d,casa_pareada,sin sistema,calefont,1.9,1.9,0.47,0.47,-1,0.0,True
ba08642023,50.2,g,depto,no posee,calefont 10 litros tiro forzado,1.6,1.6,0.33,0.33,23,1.0,False
ef0a852025,49.0,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
5e2e762023,62.0,d,casa_pareada,no posee,calefont,1.9,1.9,0.47,0.47,10,1.0,False
7b25e32026,44.8,f,casa_pareada,bomba de calor tipo aire acondicionado aire-aire,calefont 7l gl splendid master,1.7,1.7,0.38,0.38,-1,0.0,True
1e8d932025,53.1,c,casa_pareada,0,"calefón junkers smart wr13-2 km e31 s4305 13 litros, gas",4.0,4.0,0.84,0.84,-1,0.0,True
6206552025,25.4,d,depto,no posee,termo eléctrico,1.9,1.9,0.47,0.47,8,1.0,False
e7d2ab2024,17.4,d,depto,no posee,termo eléctrico 100 l,1.9,1.9,0.47,0.47,-1,0.0,True
feb33b2019,92.0,d,casa_aislada,estufa eskabe,calefont junkers 13l,1.0,1.0,0.0,0.0,-1,0.0,True
2c14182025,70.0,c,depto,no posee,termo mural digital marca rheem 120 litros / modelo tm-120r,4.0,4.0,0.84,0.84,-1,0.0,True
63fff42025,53.1,c,casa_pareada,0,"calefón junkers smart wr13-2 km e31 s4305 13 litros, gas",4.0,4.0,0.84,0.84,-1,0.0,True
e9f1642025,48.6,c,depto,no posee,termo eléctrico rheem 120 litros,4.0,4.0,0.0,0.0,-1,0.0,True
e86f732023,55.6,d,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,55,1.0,False
5f52c72024,52.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,58,1.0,False
888cdb2025,58.7,d,casa_pareada,no posee,calefont 13 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
279cdc2025,57.8,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
e82ea12020,46.2,f,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,27,1.0,False
fc9e482025,51.7,d,depto,no posee,calefont 11 litros,1.9,1.9,0.47,0.47,-1,0.0,True
b623fd2021,41.5,d,depto,no posee,el edificio cuenta con 2 calderas para el edificio sur y 3 calderas,1.9,1.9,0.47,0.47,8,0.07259158922291108,False
d906232026,83.5,d,depto,radiadores copa innova modelos dk,caldera rinnai modelo rb 30/36,1.9,1.9,0.47,0.47,-1,0.0,True
e0f4a12019,60.0,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,6,1.0,False
08b5662024,55.6,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,5,1.0,False
5ea3a42025,66.5,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
7deacf2022,43.5,d,depto,calefactor eléctrico,sistema de generación central por caldera de condensación,1.9,1.9,0.47,0.47,-1,0.0,True
cfcc2d2023,50.2,g,depto,no posee,calefont 10 litros tiro forzado,1.6,1.6,0.33,0.33,23,1.0,False
e56e422024,51.3,i,casa_pareada,caldera a gas - gaz 6000 w- marca bosch,caldera a gas - gaz 6000 w- marca bosch,0.6,0.6,0.25,0.25,-1,0.0,True
dc379a2021,49.3,d,depto,no posee,caldera con condensación,1.9,1.9,0.47,0.47,52,0.8333332618349243,False
e06e3f2023,40.0,c,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,0.16393443473783859,False
6811b62021,53.2,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,1.0,False
e0f8292023,57.2,g,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,22,1.0,False
aab7682021,61.3,d,casa_pareada,no posee,calefont,1.7,1.7,0.38,0.38,9,1.0,False
6f62df2025,47.8,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,0.666666652366985,False
a4fe6a2025,57.8,d,depto,sin sistema,calefont,1.9,1.9,0.47,0.47,50,0.00881953798648314,False
d20d422024,57.8,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,0.6153846153846154,False
2eba9e2025,28.9,d,depto,no posee,sala de calderas,1.9,1.9,0.47,0.47,12,1.0,False
eee8482023,24.3,d,depto,no posee,central termica,1.9,1.9,0.47,0.47,38,0.7058823342377866,False
ee5a732022,78.2,d,casa_aislada,no posee,calefont tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
0740ad2026,28.4,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,0.3111111004340148,False
d5fbb72021,29.5,g,depto,no posee,calefont. tiro forzado,1.6,1.6,0.33,0.33,-1,0.0,True
f41dd62025,49.8,g,depto,no posee,calefont 10 litros tiro forzado,1.6,1.6,0.33,0.33,23,1.0,False
732e462024,48.6,f,depto,no posee,calefont glp,1.6,1.6,0.33,0.33,29,1.0,False
c83c942023,47.1,c,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,51,1.0,False
8c00932022,39.2,f,casa_aislada,no posee,calefont glp,1.6,1.6,0.33,0.33,19,1.0,False
967cb92024,32.1,d,depto,no posee,bomba de calor,1.9,1.9,0.47,0.47,-1,0.0,True
545a5f2025,48.3,e,casa_pareada,no posee,calefont glp,1.7,1.7,0.38,0.38,25,1.0,False
a586ef2023,53.3,c,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,1.0,False
46f7e72024,49.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
e24db22022,40.4,d,depto,no posee,caldera a condensación,1.9,1.9,0.47,0.47,18,1.0,False
7d8ae72019,60.0,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,6,1.0,False
d37c4e2025,49.8,g,depto,sin sistema,calefon junkers wd7,1.1,1.1,0.28,0.28,-1,0.0,True
b37a032022,42.7,d,depto,no posee,el edificio cuenta con 2 calderas sime 2r10 de 154.500 kcal/h,1.9,1.9,0.47,0.47,-1,0.0,True
852d122023,101.1,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,0.08547009094175897,False
0261bb2023,66.8,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
ebcdfc2021,81.6,d,casa_pareada,opcional,mediante colector solar térmico por termosifón,1.9,1.9,0.47,0.47,-1,0.0,True
518cbb2021,54.7,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
505e2c2024,35.8,d,depto,no posee,caldera con condensación,1.9,1.9,0.47,0.47,52,1.0,False
901efa2019,47.2,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,61,1.0,False
e9190b2023,31.5,d,depto,no posee,la torre cuenta con 2 calderas de gas natural sime modelo,1.9,1.9,0.47,0.47,-1,0.0,True
7db1582025,37.6,d,depto,no posee,sala de calderas,1.9,1.9,0.47,0.47,12,1.0,False
3b00d42024,94.9,e,casa_aislada,sistema centralizado con caldera a gas con radiadores,caldera anwo aqua plus 30/32,1.7,1.7,0.38,0.38,-1,0.0,True
c650072024,28.2,d,depto,no posee,el edificio cuenta con 2 calderas de gas natural condexa,1.9,1.9,0.47,0.47,-1,0.0,True
5363d52026,78.4,c,depto,no considera,caldera convencional,3.0,3.0,0.6,0.6,-1,0.0,True
d8c1ed2024,54.4,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,1.0,False
9b43602022,46.4,d,casa_aislada,no posee,calefont glp,1.9,1.9,0.47,0.47,-1,0.0,True
4651952022,49.3,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
2ba7d12024,31.5,d,depto,no posee,termo electrico,1.9,1.9,0.47,0.47,-1,0.0,True
ce5a312025,52.3,g,casa_aislada,no posee,calefon,1.6,1.6,0.33,0.33,17,1.0,False
41968d2025,57.8,d,depto,sin sistema,calefont,1.9,1.9,0.47,0.47,50,0.00881953798648314,False
65fa692019,43.3,e,casa_aislada,no posee,calefont glp,1.7,1.7,0.38,0.38,21,0.14285714285714285,False
41fcac2021,49.8,d,casa_pareada,no posee,calefont glp,1.9,1.9,0.47,0.47,39,1.0,False
26969b2024,50.5,e,depto,no posee,calefont glp,1.7,1.7,0.38,0.38,-1,0.0,True
7533d52023,30.2,d,depto,no posee,5 calderas de gas natural genus premium evo hp 150 de 140,1.9,1.9,0.47,0.47,-1,0.0,True
c559962023,46.1,f,casa_pareada,no aplica,calefont glp,1.7,1.7,0.38,0.38,26,1.0,False
7db2872019,77.4,e,casa_aislada,no posee,calefont 13lts,1.7,1.7,0.38,0.38,-1,0.0,True
9cf0742023,54.0,f,casa_pareada,no aplica,calefont glp,1.6,1.6,0.33,0.33,26,1.0,False
af29562020,64.8,d,casa_pareada,no posee,calefont,1.7,1.7,0.38,0.38,9,1.0,False
1b34c52018,44.5,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,42,1.0,False
6599b82025,49.8,g,depto,no posee,calefont 10 litros tiro forzado,1.6,1.6,0.33,0.33,23,1.0,False
4732d92024,63.1,d,casa_aislada,no posee,calefont 7 litros tiro forzado,1.0,1.0,0.0,0.0,2,0.9906197598146202,False
a2a72b2021,56.3,d,depto,no considera,calefont 11 litros,3.0,3.0,0.6,0.6,-1,0.0,True
5c3af82025,57.8,d,depto,sin sistema,calefont,1.9,1.9,0.47,0.47,50,0.00881953798648314,False
c6090b2026,50.2,b,depto,no posee,calefont 10 litros tiro forzado cámada abierta,4.0,4.0,0.84,0.84,-1,0.0,True
007d522026,47.8,d,depto,no posee,caldera condensación,1.9,1.9,0.47,0.47,13,1.0,False
2902ed2026,51.3,e,depto,no posee,calefont glp,1.7,1.7,0.38,0.38,-1,0.0,True
27fc322025,47.1,c,casa_pareada,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,0.00339213025673568,False
f8e4092024,47.0,e,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,34,1.0,False
6149112024,28.3,d,depto,no posee,caldera de condensación,1.9,1.9,0.47,0.47,28,1.0,False
c346532023,53.5,d,casa_aislada,no posee,calefont 13 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
d109ca2019,45.7,d,depto,no posee,caldera rinnai sm 175,1.9,1.9,0.47,0.47,-1,0.0,True
fe038f2021,79.6,d,casa_pareada,estufa kerosene 3 kw,calefon tiro natural 10 lts +sst,1.7,1.7,0.38,0.38,1,1.0,False
73e3772024,48.6,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
4b63782024,49.0,f,casa_pareada,no posee,calefont,1.6,1.6,0.33,0.33,-1,0.0,True
6a84fe2020,48.8,g,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,22,1.0,False
6090e22021,48.4,d,depto,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,60,1.0,False
86500c2026,49.4,f,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,32,1.0,False
fb40b62024,51.3,f,casa_aislada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,14,1.0,False
aa93e72024,30.3,d,depto,no posee,central de calderas a condensación,1.9,1.9,0.47,0.47,-1,0.0,True
78bbfc2025,46.5,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,1.0,False
d0a9292025,45.9,d,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,56,1.0,False
b94c092021,51.5,g,depto,radiadores eléctricos,termo eléctrico 155lts,1.0,1.0,0.0,0.0,-1,0.0,True
bcd1ea2025,53.7,d,depto,radiador eléctrico,termo,1.9,1.9,0.47,0.47,-1,0.0,True
6868ad2019,183.6,d,depto,calefacción central-piso radiante,caldera de condensación,1.0,1.0,0.0,0.0,-1,0.0,True
8034a82024,48.6,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
56d42e2025,52.2,g,depto,no posee,calefont 10 litros tiro forzado,1.1,1.1,0.28,0.28,23,1.0,False
a227e52023,132.6,d,depto,radiadores eléctricos,caldera,1.9,1.9,0.47,0.47,-1,0.0,True
77a21c2021,123.7,g,casa_aislada,sistema de climatizacion multisplit,bomba de calor para agua caliente sanitaria,1.6,1.6,0.33,0.33,-1,0.0,True
22a21a2023,66.8,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
811dc62025,48.7,g,casa_aislada,no posee,calefont 10 litros tiro forzado,1.1,1.1,0.28,0.28,17,1.0,False
1f5c092021,83.2,d,casa_aislada,no posee,calefont,1.9,1.9,0.47,0.47,-1,0.0,True
54545b2025,47.0,e,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,34,1.0,False
3ef0222024,53.3,d,depto,no posee,calefont 7 litros tiro forzado,3.0,3.0,0.6,0.6,55,1.0,False
c4761a2018,56.8,e,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,54,1.0,False
a22b252023,55.0,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,45,1.0,False
c028ab2026,57.8,e,depto,sin sistema,calefont tiro forzado 10 litros,1.7,1.7,0.38,0.38,35,1.0,False
863a312025,47.0,e,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,34,1.0,False
88a7402025,55.4,a,depto,no posee,"termo eléctrico anwo van200l, potencia 3.0 kw",4.0,4.0,0.84,0.84,4,1.0,False
eab26b2026,43.8,d,depto,sin sistema,calefont gas natural 7 litros tiro forzado,1.9,1.9,0.47,0.47,-1,0.0,True
67e6b12024,37.9,d,depto,radiadores electricos,caldera de condensacion,1.9,1.9,0.47,0.47,-1,0.0,True
8532762022,45.8,d,depto,no posee,termoeléctrico marca albin trotter – modelo atm,1.9,1.9,0.47,0.47,-1,0.0,True
d999632024,48.9,c,casa_pareada,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,3,0.00339213025673568,False
d2b58a2023,52.2,g,depto,no posee,calefont 7 litros tiro forzado,1.6,1.6,0.33,0.33,22,1.0,False
462e612026,64.8,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,-1,0.0,True
3548752023,45.0,d,depto,no considera,caldera con condensación,1.9,1.9,0.47,0.47,53,0.73333334248513,False
ec6e242022,29.0,d,depto,no considera,caldera con condensación,1.9,1.9,0.47,0.47,53,1.0,False
4508d72026,49.5,f,depto,no posee,calefont 7 litros tiro forzado,1.7,1.7,0.38,0.38,31,1.0,False
c177832024,50.6,d,depto,no posee,calefont glp,3.0,3.0,0.6,0.6,37,0.0,False
d27f642021,52.5,d,depto,no posee,calefont gas licuado,1.9,1.9,0.47,0.47,11,0.009158751509832206,False
6139602022,48.6,d,depto,no posee,calefont glp,1.9,1.9,0.47,0.47,44,0.0,False
8086042023,55.1,d,casa_pareada,no posee,calefont 7 litros tiro forzado,1.9,1.9,0.47,0.47,43,1.0,False
30b8362018,52.8,a,depto,no posee,calefont 7 litros tiro forzado,4.0,4.0,0.84,0.84,5,1.0,False
61a1be2021,50.7,d,casa_pareada,no posee,calefont 10 litros tiro forzado,1.9,1.9,0.47,0.47,36,1.0,False
