cluster_hdbscan,variable,count,media,mediana,desviacion_estandar,minimo,p25,p75,maximo,coeficiente_variacion
43,u_norm_muro_secundario,97,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
43,u_norm_techo_principal,97,0.4699999999999998,0.47,1.673985683655457e-16,0.47,0.47,0.47,0.47,3.561671667352038e-16
43,u_norm_techo_secundario,97,0.4699999999999998,0.47,1.673985683655457e-16,0.47,0.47,0.47,0.47,3.561671667352038e-16
44,superficie_util,181,48.633701657458566,48.5,0.4074611085020034,47.9,48.5,48.6,49.9,0.008378163590587276
44,u_norm_muro_principal,181,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
44,u_norm_muro_secundario,181,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
44,u_norm_techo_principal,181,0.4699999999999998,0.47,1.6699540590904642e-16,0.47,0.47,0.47,0.47,3.55309374274567e-16
44,u_norm_techo_secundario,181,0.4699999999999998,0.47,1.6699540590904642e-16,0.47,0.47,0.47,0.47,3.55309374274567e-16
45,superficie_util,59,55.199999999999996,55.5,0.4770599615316206,54.1,54.9,55.5,55.5,0.008642390607456895
45,u_norm_muro_principal,59,1.7,1.7,0.0,1.7,1.7,1.7,1.7,0.0
45,u_norm_muro_secundario,59,1.7,1.7,0.0,1.7,1.7,1.7,1.7,0.0
45,u_norm_techo_principal,59,0.3799999999999999,0.38,1.1197530107900952e-16,0.38,0.38,0.38,0.38,2.9467184494476196e-16
45,u_norm_techo_secundario,59,0.3799999999999999,0.38,1.1197530107900952e-16,0.38,0.38,0.38,0.38,2.9467184494476196e-16
46,superficie_util,50,58.67999999999999,58.7,0.5732115042211119,57.8,58.7,58.7,59.6,0.009768430542282071
46,u_norm_muro_principal,50,1.7,1.7,0.0,1.7,1.7,1.7,1.7,0.0
46,u_norm_muro_secundario,50,1.7,1.7,0.0,1.7,1.7,1.7,1.7,0.0
46,u_norm_techo_principal,50,0.37999999999999995,0.38,5.607473066727768e-17,0.38,0.38,0.38,0.38,1.4756508070336236e-16
46,u_norm_techo_secundario,50,0.37999999999999995,0.38,5.607473066727768e-17,0.38,0.38,0.38,0.38,1.4756508070336236e-16
47,superficie_util,53,52.29811320754719,52.3,0.07465450173900047,51.8,52.3,52.3,52.4,0.0014274798297738017
47,u_norm_muro_principal,53,1.9000000000000006,1.9,6.725084462852695e-16,1.9,1.9,1.9,1.9,3.539518138343523e-16
47,u_norm_muro_secundario,53,1.9000000000000006,1.9,6.725084462852695e-16,1.9,1.9,1.9,1.9,3.539518138343523e-16
47,u_norm_techo_principal,53,0.4699999999999998,0.47,1.6812711157131738e-16,0.47,0.47,0.47,0.47,3.5771725866237754e-16
47,u_norm_techo_secundario,53,0.4699999999999998,0.47,1.6812711157131738e-16,0.47,0.47,0.47,0.47,3.5771725866237754e-16
48,superficie_util,71,50.93239436619719,51.0,0.1011005834197162,50.7,50.8,51.0,51.0,0.001984995692384229
48,u_norm_muro_principal,71,1.9000000000000006,1.9,6.708750405495386e-16,1.9,1.9,1.9,1.9,3.5309212660502024e-16
48,u_norm_muro_secundario,71,1.9000000000000006,1.9,6.708750405495386e-16,1.9,1.9,1.9,1.9,3.5309212660502024e-16
48,u_norm_techo_principal,71,0.46999999999999975,0.47,2.2362501351651286e-16,0.47,0.47,0.47,0.47,4.757979010989637e-16
48,u_norm_techo_secundario,71,0.46999999999999975,0.47,2.2362501351651286e-16,0.47,0.47,0.47,0.47,4.757979010989637e-16
49,superficie_util,82,51.167073170731726,51.1,0.09565224829891242,51.1,51.1,51.3,51.4,0.0018694101962749518
49,u_norm_muro_principal,82,1.9000000000000001,1.9,2.234110461601914e-16,1.9,1.9,1.9,1.9,1.1758476113694283e-16
49,u_norm_muro_secundario,82,1.9000000000000001,1.9,2.234110461601914e-16,1.9,1.9,1.9,1.9,1.1758476113694283e-16
49,u_norm_techo_principal,82,0.4699999999999998,0.47,1.6755828462014355e-16,0.47,0.47,0.47,0.47,3.5650698855349706e-16
49,u_norm_techo_secundario,82,0.4699999999999998,0.47,1.6755828462014355e-16,0.47,0.47,0.47,0.47,3.5650698855349706e-16
50,superficie_util,217,50.68202764976959,51.6,10.969435632329702,24.1,44.0,57.8,76.0,0.21643640045604157
50,u_norm_muro_principal,217,1.8926267281105988,1.9,0.03777386203012744,1.7,1.9,1.9,1.9,0.01995843209286013
50,u_norm_muro_secundario,217,1.8926267281105988,1.9,0.03777386203012744,1.7,1.9,1.9,1.9,0.01995843209286013
50,u_norm_techo_principal,217,0.46668202764976935,0.47,0.016998237913557347,0.38,0.47,0.47,0.47,0.036423596595654646
50,u_norm_techo_secundario,217,0.46668202764976935,0.47,0.016998237913557347,0.38,0.47,0.47,0.47,0.036423596595654646
51,superficie_util,67,49.16119402985075,47.1,10.4687551751069,40.0,41.05,54.1,109.7,0.21294753680616985
51,u_norm_muro_principal,67,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0
51,u_norm_muro_secundario,67,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0
51,u_norm_techo_principal,67,0.6000000000000001,0.6,1.1186021851923232e-16,0.6,0.6,0.6,0.6,1.8643369753205384e-16
51,u_norm_techo_secundario,67,0.6000000000000001,0.6,1.1186021851923232e-16,0.6,0.6,0.6,0.6,1.8643369753205384e-16
52,superficie_util,90,40.146666666666675,38.599999999999994,10.815336592911825,23.8,31.0,47.550000000000004,93.9,0.26939563084303775
52,u_norm_muro_principal,90,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
52,u_norm_muro_secundario,90,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
52,u_norm_techo_principal,90,0.4699999999999998,0.47,1.6746642151860052e-16,0.47,0.47,0.47,0.47,3.5631153514595873e-16
52,u_norm_techo_secundario,90,0.4699999999999998,0.47,1.6746642151860052e-16,0.47,0.47,0.47,0.47,3.5631153514595873e-16
53,superficie_util,89,37.27078651685394,35.5,9.779294014386526,24.9,29.0,45.0,65.9,0.2623849649634924
53,u_norm_muro_principal,89,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
53,u_norm_muro_secundario,89,1.9,1.9,0.0,1.9,1.9,1.9,1.9,0.0
53,u_norm_techo_principal,89,0.4699999999999998,0.47,1.674769935599935e-16,0.47,0.47,0.47,0.47,3.5633402885105015e-16
53,u_norm_techo_secundario,89,0.4699999999999998,0.47,1.674769935599935e-16,0.47,0.47,0.47,0.47,3.5633402885105015e-16
54,superficie_util,190,45.21684210526316,47.05,12.34001665877962,19.1,38.25,53.7,84.5,0.27290752923551165
54,u_norm_muro_principal,190,1.6999999999999995,1.7,4.452624991071007e-16,1.7,1.7,1.7,1.7,2.61919117121824e-16
54,u_norm_muro_secundario,190,1.6999999999999995,1.7,4.452624991071007e-16,1.7,1.7,1.7,1.7,2.61919117121824e-16
54,u_norm_techo_principal,190,0.3800000000000001,0.38,1.1131562477677517e-16,0.38,0.38,0.38,0.38,2.92935854675724e-16
54,u_norm_techo_secundario,190,0.3800000000000001,0.38,1.1131562477677517e-16,0.38,0.38,0.38,0.38,2.92935854675724e-16
55,superficie_util,82,52.576829268292684,53.4,4.500735160263987,28.2,49.4,55.5,59.9,0.08560301606050308
55,u_norm_muro_principal,82,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0
55,u_norm_muro_secundario,82,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0
55,u_norm_techo_principal,82,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.0
55,u_norm_techo_secundario,82,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.0
56,superficie_util,85,48.776470588235306,47.6,3.4433734517608334,41.1,47.6,49.3,61.6,0.07059496946446472
56,u_norm_muro_principal,85,1.699999999999999,1.7,8.93449554520927e-16,1.7,1.7,1.7,1.7,5.255585614828985e-16
56,u_norm_muro_secundario,85,1.699999999999999,1.7,8.93449554520927e-16,1.7,1.7,1.7,1.7,5.255585614828985e-16
56,u_norm_techo_principal,85,0.3799999999999999,0.38,1.1168119431511587e-16,0.38,0.38,0.38,0.38,2.938978797766208e-16
56,u_norm_techo_secundario,85,0.3799999999999999,0.38,1.1168119431511587e-16,0.38,0.38,0.38,0.38,2.938978797766208e-16
57,superficie_util,62,31.04193548387097,30.7,2.1558573196421604,27.8,29.8,31.7,37.6,0.06944983571537668
57,u_norm_muro_principal,62,1.9000000000000006,1.9,6.715717320619115e-16,1.9,1.9,1.9,1.9,3.5345880634837435e-16
57,u_norm_muro_secundario,62,1.9000000000000006,1.9,6.715717320619115e-16,1.9,1.9,1.9,1.9,3.5345880634837435e-16
57,u_norm_techo_principal,62,0.4699999999999998,0.47,1.6789293301547787e-16,0.47,0.47,0.47,0.47,3.572190064159105e-16
57,u_norm_techo_secundario,62,0.4699999999999998,0.47,1.6789293301547787e-16,0.47,0.47,0.47,0.47,3.572190064159105e-16
58,superficie_util,68,52.561764705882354,52.7,0.6795585511251946,51.4,51.85,53.1,53.5,0.012928762094038732
58,u_norm_muro_principal,68,1.9000000000000004,1.9,4.473910338234662e-16,1.9,1.9,1.9,1.9,2.354689651702453e-16
58,u_norm_muro_secundario,68,1.9000000000000004,1.9,4.473910338234662e-16,1.9,1.9,1.9,1.9,2.354689651702453e-16
58,u_norm_techo_principal,68,0.4699999999999998,0.47,1.6777163768379982e-16,0.47,0.47,0.47,0.47,3.5696093124212743e-16
58,u_norm_techo_secundario,68,0.4699999999999998,0.47,1.6777163768379982e-16,0.47,0.47,0.47,0.47,3.5696093124212743e-16
59,superficie_util,63,46.26666666666667,46.5,0.31056659978694734,45.6,45.9,46.5,46.7,0.006712534577527679
59,u_norm_muro_principal,63,1.9000000000000008,1.9,8.953124975160615e-16,1.9,1.9,1.9,1.9,4.712171039558216e-16
59,u_norm_muro_secundario,63,1.9000000000000008,1.9,8.953124975160615e-16,1.9,1.9,1.9,1.9,4.712171039558216e-16
59,u_norm_techo_principal,63,0.46999999999999975,0.47,2.2382812437901537e-16,0.47,0.47,0.47,0.47,4.762300518702458e-16
59,u_norm_techo_secundario,63,0.46999999999999975,0.47,2.2382812437901537e-16,0.47,0.47,0.47,0.47,4.762300518702458e-16
60,superficie_util,125,48.8936,48.8,0.636110154794166,47.8,48.4,49.4,50.4,0.01301009037571719
60,u_norm_muro_principal,125,1.8999999999999997,1.9,2.2293814819288017e-16,1.9,1.9,1.9,1.9,1.1733586746993696e-16
60,u_norm_muro_secundario,125,1.8999999999999997,1.9,2.2293814819288017e-16,1.9,1.9,1.9,1.9,1.1733586746993696e-16
60,u_norm_techo_principal,125,0.46999999999999975,0.47,2.2293814819288017e-16,0.47,0.47,0.47,0.47,4.743364855167666e-16
60,u_norm_techo_secundario,125,0.46999999999999975,0.47,2.2293814819288017e-16,0.47,0.47,0.47,0.47,4.743364855167666e-16
61,superficie_util,85,47.219999999999985,47.2,0.09102589898327924,46.8,47.2,47.2,47.5,0.0019276979877865157
61,u_norm_muro_principal,85,1.9000000000000004,1.9,4.467247772604635e-16,1.9,1.9,1.9,1.9,2.3511830382129653e-16
61,u_norm_muro_secundario,85,1.9000000000000004,1.9,4.467247772604635e-16,1.9,1.9,1.9,1.9,2.3511830382129653e-16
61,u_norm_techo_principal,85,0.4699999999999998,0.47,1.6752179147267382e-16,0.47,0.47,0.47,0.47,3.564293435588806e-16
61,u_norm_techo_secundario,85,0.4699999999999998,0.47,1.6752179147267382e-16,0.47,0.47,0.47,0.47,3.564293435588806e-16
